graph_seed,architecture,scenario,balancing,model_seed,explainer,val_pr_auc,n_tp,spearman_mean,plaus_edge_mean,plaus_feat_mean,shap_conc_mean,fid_plus_mean,fid_minus_mean,subgraph_n_nodes,pg_degenerate
0,GAT,1:100,class_weighting,42,GNNShap,0.665,30,0.975,nan,0.333,0.903,0.549,0.541,33,
0,GAT,1:100,class_weighting,43,GNNExplainer,0.591,30,0.972,0.526,0.233,nan,0.676,-0.183,33,
0,GAT,1:100,class_weighting,43,PGExplainer,0.591,30,nan,0.711,nan,nan,0.094,-0.105,33,no
0,GAT,1:100,class_weighting,43,GNNShap,0.591,30,0.966,nan,0.5,0.913,0.228,0.656,33,
0,GAT,1:100,class_weighting,44,GNNExplainer,0.654,30,0.984,0.535,0.667,nan,0.615,-0.105,32,
0,GAT,1:100,class_weighting,44,PGExplainer,0.654,30,nan,0.817,nan,nan,0.522,-0.12,32,no
0,GAT,1:100,class_weighting,44,GNNShap,0.654,30,0.966,nan,0.067,0.88,0.312,0.75,32,
0,GAT,1:100,focal_loss,42,GNNExplainer,0.642,10,0.96,0.531,0.3,nan,0.253,-0.246,38,
0,GAT,1:100,focal_loss,42,PGExplainer,0.642,10,nan,0.885,nan,nan,-0.015,-0.09,38,no
0,GAT,1:100,focal_loss,42,GNNShap,0.642,10,0.991,nan,0.4,0.905,0.183,0.284,38,
0,GAT,1:100,focal_loss,43,GNNExplainer,0.65,3,0.946,0.521,0.333,nan,0.367,-0.237,40,
0,GAT,1:100,focal_loss,43,PGExplainer,0.65,3,nan,0.84,nan,nan,0.071,-0.245,40,no
0,GAT,1:100,focal_loss,43,GNNShap,0.65,3,0.973,nan,0.0,0.915,0.273,0.202,40,
0,GAT,1:100,focal_loss,44,GNNExplainer,0.667,8,0.948,0.525,1.0,nan,0.266,-0.157,39,
0,GAT,1:100,focal_loss,44,PGExplainer,0.667,8,nan,0.82,nan,nan,-0.075,-0.157,39,no
0,GAT,1:100,focal_loss,44,GNNShap,0.667,8,0.989,nan,0.25,0.919,0.3,0.196,39,
0,GAT,natural,none,42,GNNExplainer,0.828,30,0.973,0.565,0.667,nan,0.567,-0.136,32,
0,GAT,natural,none,42,PGExplainer,0.828,30,nan,0.434,nan,nan,-0.191,0.607,32,no
0,GAT,natural,none,42,GNNShap,0.828,30,0.967,nan,0.167,0.933,0.506,0.391,32,
0,GAT,natural,none,43,GNNExplainer,0.817,30,0.982,0.541,0.333,nan,0.656,-0.108,33,
0,GAT,natural,none,43,PGExplainer,0.817,30,nan,0.795,nan,nan,0.07,0.014,33,no
0,GAT,natural,none,43,GNNShap,0.817,30,0.964,nan,0.233,0.948,0.56,0.441,33,
0,GAT,natural,none,44,GNNExplainer,0.876,30,0.974,0.554,0.6,nan,0.661,-0.122,33,
0,GAT,natural,none,44,PGExplainer,0.876,30,nan,0.808,nan,nan,0.438,-0.156,33,no
0,GAT,natural,none,44,GNNShap,0.876,30,0.951,nan,0.033,0.973,0.622,0.296,33,
0,GAT,natural,class_weighting,42,GNNExplainer,0.834,30,0.97,0.525,0.567,nan,0.482,-0.105,29,
0,GAT,natural,class_weighting,42,PGExplainer,0.834,30,nan,0.509,nan,nan,-0.124,0.376,29,no
0,GAT,natural,class_weighting,42,GNNShap,0.834,30,0.954,nan,0.2,0.952,0.615,0.344,29,
0,GAT,natural,class_weighting,43,GNNExplainer,0.744,30,0.967,0.534,0.367,nan,0.688,-0.141,28,
0,GAT,natural,class_weighting,43,PGExplainer,0.744,30,nan,0.743,nan,nan,0.095,-0.109,28,no
0,GAT,natural,class_weighting,43,GNNShap,0.744,30,0.978,nan,0.2,0.961,0.474,0.374,28,
0,GAT,natural,class_weighting,44,GNNExplainer,0.816,30,0.97,0.535,0.533,nan,0.67,-0.079,25,
0,GAT,natural,class_weighting,44,PGExplainer,0.816,30,nan,0.698,nan,nan,0.374,-0.057,25,no
0,GAT,natural,class_weighting,44,GNNShap,0.816,30,0.952,nan,0.133,0.956,0.701,0.307,25,
0,GAT,natural,focal_loss,42,GNNExplainer,0.735,30,0.926,0.555,0.233,nan,0.405,-0.31,32,
0,GAT,natural,focal_loss,42,PGExplainer,0.735,30,nan,0.343,nan,nan,-0.064,0.175,32,no
0,GAT,natural,focal_loss,42,GNNShap,0.735,30,0.993,nan,0.267,0.957,0.185,0.145,32,
0,GAT,natural,focal_loss,43,GNNExplainer,0.744,30,0.903,0.553,0.133,nan,0.443,-0.279,33,
0,GAT,natural,focal_loss,43,PGExplainer,0.744,30,nan,0.573,nan,nan,0.125,-0.247,33,no
0,GAT,natural,focal_loss,43,GNNShap,0.744,30,0.99,nan,0.1,0.965,0.233,0.143,33,
0,GAT,natural,focal_loss,44,GNNExplainer,0.767,30,0.914,0.562,0.3,nan,0.404,-0.222,32,
0,GAT,natural,focal_loss,44,PGExplainer,0.767,30,nan,0.73,nan,nan,0.154,-0.183,32,no
0,GAT,natural,focal_loss,44,GNNShap,0.767,30,0.983,nan,0.133,0.953,0.287,0.16,32,
0,GCN,1:1,none,42,GNNExplainer,0.796,30,0.976,0.504,0.767,nan,0.463,-0.059,30,
0,GCN,1:1,none,42,PGExplainer,0.796,30,nan,0.807,nan,nan,0.007,-0.063,30,no
0,GCN,1:1,none,42,GNNShap,0.796,30,0.984,nan,0.167,0.953,0.651,0.21,30,
0,GCN,1:1,none,43,GNNExplainer,0.805,30,0.976,0.491,0.8,nan,0.565,-0.042,28,
0,GCN,1:1,none,43,PGExplainer,0.805,30,nan,0.804,nan,nan,0.093,-0.044,28,no
0,GCN,1:1,none,43,GNNShap,0.805,30,0.986,nan,0.2,0.961,0.643,0.28,28,
0,GCN,1:1,none,44,GNNExplainer,0.812,30,0.964,0.503,0.7,nan,0.542,-0.058,30,
0,GCN,1:1,none,44,PGExplainer,0.812,30,nan,0.766,nan,nan,0.081,-0.025,30,no
0,GCN,1:1,none,44,GNNShap,0.812,30,0.985,nan,0.267,0.955,0.547,0.291,30,
0,GCN,1:1,class_weighting,42,GNNExplainer,0.796,30,0.976,0.504,0.767,nan,0.463,-0.059,30,
0,GCN,1:1,class_weighting,42,PGExplainer,0.796,30,nan,0.807,nan,nan,0.007,-0.063,30,no
0,GCN,1:1,class_weighting,42,GNNShap,0.796,30,0.984,nan,0.167,0.953,0.651,0.21,30,
0,GCN,1:1,class_weighting,43,GNNExplainer,0.804,30,0.976,0.491,0.8,nan,0.58,-0.043,28,
0,GCN,1:1,class_weighting,43,PGExplainer,0.804,30,nan,0.804,nan,nan,0.093,-0.044,28,no
0,GCN,1:1,class_weighting,43,GNNShap,0.804,30,0.985,nan,0.2,0.961,0.669,0.27,28,
0,GCN,1:1,class_weighting,44,GNNExplainer,0.812,30,0.964,0.503,0.7,nan,0.542,-0.058,30,
0,GCN,1:1,class_weighting,44,PGExplainer,0.812,30,nan,0.766,nan,nan,0.081,-0.025,30,no
0,GCN,1:1,class_weighting,44,GNNShap,0.812,30,0.985,nan,0.267,0.955,0.547,0.291,30,
0,GCN,1:1,focal_loss,42,GNNExplainer,0.792,30,0.958,0.492,0.8,nan,0.589,-0.156,31,
0,GCN,1:1,focal_loss,42,PGExplainer,0.792,30,nan,0.216,nan,nan,-0.136,0.453,31,no
0,GCN,1:1,focal_loss,42,GNNShap,0.792,30,0.993,nan,0.133,0.949,0.356,0.17,31,
0,GCN,1:1,focal_loss,43,GNNExplainer,0.807,30,0.955,0.55,0.767,nan,0.443,-0.14,30,
0,GCN,1:1,focal_loss,43,PGExplainer,0.807,30,nan,0.383,nan,nan,-0.105,0.28,30,no
0,GCN,1:1,focal_loss,43,GNNShap,0.807,30,0.99,nan,0.1,0.964,0.409,0.193,30,
0,GCN,1:1,focal_loss,44,GNNExplainer,0.805,30,0.956,0.574,0.833,nan,0.53,-0.184,30,
0,GCN,1:1,focal_loss,44,PGExplainer,0.805,30,nan,0.339,nan,nan,-0.095,0.239,30,no
0,GCN,1:1,focal_loss,44,GNNShap,0.805,30,0.991,nan,0.1,0.964,0.422,0.154,30,
0,GCN,1:10,none,42,GNNExplainer,0.8,30,0.983,0.51,0.433,nan,0.536,-0.071,32,
0,GCN,1:10,none,42,PGExplainer,0.8,30,nan,0.805,nan,nan,0.197,-0.106,32,no
0,GCN,1:10,none,42,GNNShap,0.8,30,0.992,nan,0.133,0.966,0.749,0.226,32,
0,GCN,1:10,none,43,GNNExplainer,0.774,30,0.972,0.53,0.933,nan,0.487,-0.06,33,
0,GCN,1:10,none,43,PGExplainer,0.774,30,nan,0.867,nan,nan,0.14,-0.088,33,no
0,GCN,1:10,none,43,GNNShap,0.774,30,0.991,nan,0.033,0.959,0.72,0.256,33,
0,GCN,1:10,none,44,GNNExplainer,0.786,30,0.983,0.527,0.533,nan,0.618,-0.083,32,
0,GCN,1:10,none,44,PGExplainer,0.786,30,nan,0.813,nan,nan,0.297,-0.082,32,no
0,GCN,1:10,none,44,GNNShap,0.786,30,0.99,nan,0.133,0.964,0.814,0.176,32,
0,GCN,1:10,class_weighting,42,GNNExplainer,0.797,30,0.972,0.499,0.833,nan,0.579,-0.1,31,
0,GCN,1:10,class_weighting,42,PGExplainer,0.797,30,nan,0.761,nan,nan,0.203,-0.104,31,no
0,GCN,1:10,class_weighting,42,GNNShap,0.797,30,0.985,nan,0.133,0.968,0.56,0.362,31,
0,GCN,1:10,class_weighting,43,GNNExplainer,0.815,30,0.984,0.505,0.533,nan,0.564,-0.029,30,
0,GCN,1:10,class_weighting,43,PGExplainer,0.815,30,nan,0.802,nan,nan,0.227,-0.03,30,no
0,GCN,1:10,class_weighting,43,GNNShap,0.815,30,0.989,nan,0.133,0.964,0.629,0.308,30,
0,GCN,1:10,class_weighting,44,GNNExplainer,0.818,30,0.982,0.496,0.533,nan,0.494,0.017,31,
0,GCN,1:10,class_weighting,44,PGExplainer,0.818,30,nan,0.838,nan,nan,0.11,-0.054,31,no
0,GCN,1:10,class_weighting,44,GNNShap,0.818,30,0.988,nan,0.1,0.965,0.614,0.314,31,
0,GCN,1:10,focal_loss,42,GNNExplainer,0.806,30,0.942,0.488,0.833,nan,0.459,-0.222,30,
0,GCN,1:10,focal_loss,42,PGExplainer,0.806,30,nan,0.777,nan,nan,0.063,-0.197,30,no
0,GCN,1:10,focal_loss,42,GNNShap,0.806,30,0.996,nan,0.133,0.968,0.469,0.078,30,
0,GCN,1:10,focal_loss,43,GNNExplainer,0.824,30,0.961,0.512,0.8,nan,0.34,-0.153,32,
0,GCN,1:10,focal_loss,43,PGExplainer,0.824,30,nan,0.798,nan,nan,0.052,-0.195,32,no
0,GCN,1:10,focal_loss,43,GNNShap,0.824,30,0.997,nan,0.133,0.964,0.547,0.089,32,
0,GCN,1:10,focal_loss,44,GNNExplainer,0.827,30,0.949,0.482,0.833,nan,0.388,-0.206,31,
0,GCN,1:10,focal_loss,44,PGExplainer,0.827,30,nan,0.766,nan,nan,0.121,-0.191,31,no
0,GCN,1:10,focal_loss,44,GNNShap,0.827,30,0.996,nan,0.233,0.965,0.457,0.162,31,
0,GCN,1:50,none,42,GNNExplainer,0.617,5,0.86,0.578,0.2,nan,0.543,-0.204,69,
0,GCN,1:50,none,42,PGExplainer,0.617,5,nan,0.604,nan,nan,-0.022,0.388,69,no
0,GCN,1:50,none,42,GNNShap,0.617,5,0.988,nan,0.2,0.962,0.147,0.207,69,
0,GCN,1:50,none,43,GNNExplainer,0.584,1,0.877,0.652,0.0,nan,0.705,-0.241,82,
0,GCN,1:50,none,43,PGExplainer,0.584,1,nan,0.413,nan,nan,-0.24,0.739,82,no
0,GCN,1:50,none,43,GNNShap,0.584,1,0.986,nan,0.0,0.983,-0.241,0.198,82,
0,GCN,1:50,none,44,GNNExplainer,0.581,3,0.928,0.619,0.0,nan,0.647,-0.178,82,
0,GCN,1:50,none,44,PGExplainer,0.581,3,nan,0.569,nan,nan,-0.114,0.472,82,no
0,GCN,1:50,none,44,GNNShap,0.581,3,0.986,nan,0.0,0.953,-0.07,0.369,82,
0,GCN,1:50,class_weighting,42,GNNExplainer,0.705,30,0.981,0.466,0.9,nan,0.538,-0.048,33,
0,GCN,1:50,class_weighting,42,PGExplainer,0.705,30,nan,0.807,nan,nan,0.142,0.036,33,no
0,GCN,1:50,class_weighting,42,GNNShap,0.705,30,0.986,nan,0.133,0.933,0.571,0.362,33,
0,GCN,1:50,class_weighting,43,GNNExplainer,0.729,30,0.971,0.513,0.933,nan,0.698,-0.032,32,
0,GCN,1:50,class_weighting,43,PGExplainer,0.729,30,nan,0.815,nan,nan,0.177,-0.008,32,no
0,GCN,1:50,class_weighting,43,GNNShap,0.729,30,0.983,nan,0.267,0.934,0.506,0.455,32,
0,GCN,1:50,class_weighting,44,GNNExplainer,0.722,30,0.973,0.492,0.833,nan,0.547,-0.048,33,
0,GCN,1:50,class_weighting,44,PGExplainer,0.722,30,nan,0.816,nan,nan,0.095,0.029,33,no
0,GCN,1:50,class_weighting,44,GNNShap,0.722,30,0.986,nan,0.167,0.929,0.481,0.344,33,
0,GCN,1:50,focal_loss,42,GNNExplainer,0.723,30,0.982,0.57,0.533,nan,0.556,-0.234,35,
0,GCN,1:50,focal_loss,42,PGExplainer,0.723,30,nan,0.802,nan,nan,0.231,-0.163,35,no
0,GCN,1:50,focal_loss,42,GNNShap,0.723,30,0.993,nan,0.2,0.948,0.511,0.135,35,
0,GCN,1:50,focal_loss,43,GNNExplainer,0.681,30,0.969,0.562,0.267,nan,0.622,-0.287,36,
0,GCN,1:50,focal_loss,43,PGExplainer,0.681,30,nan,0.744,nan,nan,0.251,-0.163,36,no
0,GCN,1:50,focal_loss,43,GNNShap,0.681,30,0.996,nan,0.2,0.942,0.468,0.1,36,
0,GCN,1:50,focal_loss,44,GNNExplainer,0.696,30,0.976,0.542,0.333,nan,0.585,-0.281,33,
0,GCN,1:50,focal_loss,44,PGExplainer,0.696,30,nan,0.731,nan,nan,0.25,-0.182,33,no
0,GCN,1:50,focal_loss,44,GNNShap,0.696,30,0.995,nan,0.167,0.943,0.482,0.109,33,
0,GCN,1:100,none,42,GNNExplainer,0.487,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,42,PGExplainer,0.487,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,42,GNNShap,0.487,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,43,GNNExplainer,0.122,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,43,PGExplainer,0.122,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,43,GNNShap,0.122,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,44,GNNExplainer,0.408,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,44,PGExplainer,0.408,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,none,44,GNNShap,0.408,0,nan,nan,nan,nan,nan,nan,0,
0,GCN,1:100,class_weighting,42,GNNExplainer,0.683,30,0.976,0.528,0.667,nan,0.615,-0.061,32,
0,GCN,1:100,class_weighting,42,PGExplainer,0.683,30,nan,0.832,nan,nan,0.122,0.019,32,no
0,GCN,1:100,class_weighting,42,GNNShap,0.683,30,0.986,nan,0.167,0.918,0.494,0.452,32,
0,GCN,1:100,class_weighting,43,GNNExplainer,0.702,30,0.972,0.48,0.767,nan,0.632,-0.039,32,
0,GCN,1:100,class_weighting,43,PGExplainer,0.702,30,nan,0.778,nan,nan,0.274,-0.04,32,no
0,GCN,1:100,class_weighting,43,GNNShap,0.702,30,0.982,nan,0.167,0.921,0.487,0.41,32,
0,GCN,1:100,class_weighting,44,GNNExplainer,0.691,30,0.971,0.517,0.633,nan,0.489,-0.085,32,
0,GCN,1:100,class_weighting,44,PGExplainer,0.691,30,nan,0.808,nan,nan,0.196,-0.056,32,no
0,GCN,1:100,class_weighting,44,GNNShap,0.691,30,0.987,nan,0.133,0.916,0.474,0.451,32,
0,GCN,1:100,focal_loss,42,GNNExplainer,0.648,15,0.986,0.602,0.2,nan,0.611,-0.332,67,
0,GCN,1:100,focal_loss,42,PGExplainer,0.648,15,nan,0.668,nan,nan,0.4,-0.28,67,no
0,GCN,1:100,focal_loss,42,GNNShap,0.648,15,0.989,nan,0.133,0.968,0.543,0.044,67,
0,GCN,1:100,focal_loss,43,GNNExplainer,0.619,13,0.974,0.591,0.154,nan,0.554,-0.382,69,
0,GCN,1:100,focal_loss,43,PGExplainer,0.619,13,nan,0.667,nan,nan,0.243,-0.198,69,no
0,GCN,1:100,focal_loss,43,GNNShap,0.619,13,0.992,nan,0.154,0.97,0.357,0.004,69,
0,GCN,1:100,focal_loss,44,GNNExplainer,0.629,14,0.97,0.588,0.143,nan,0.548,-0.392,68,
0,GCN,1:100,focal_loss,44,PGExplainer,0.629,14,nan,0.659,nan,nan,0.189,-0.154,68,no
0,GCN,1:100,focal_loss,44,GNNShap,0.629,14,0.99,nan,0.143,0.966,0.298,0.019,68,
0,GCN,natural,none,42,GNNExplainer,0.8,30,0.983,0.51,0.433,nan,0.536,-0.071,32,
0,GCN,natural,none,42,PGExplainer,0.8,30,nan,0.805,nan,nan,0.197,-0.106,32,no
0,GCN,natural,none,42,GNNShap,0.8,30,0.992,nan,0.133,0.966,0.749,0.226,32,
0,GCN,natural,none,43,GNNExplainer,0.774,30,0.973,0.53,0.933,nan,0.487,-0.06,33,
0,GCN,natural,none,43,PGExplainer,0.774,30,nan,0.867,nan,nan,0.144,-0.088,33,no
0,GCN,natural,none,43,GNNShap,0.774,30,0.992,nan,0.033,0.959,0.72,0.256,33,
0,GCN,natural,none,44,GNNExplainer,0.786,30,0.983,0.527,0.533,nan,0.618,-0.082,32,
0,GCN,natural,none,44,PGExplainer,0.786,30,nan,0.813,nan,nan,0.293,-0.082,32,no
0,GCN,natural,none,44,GNNShap,0.786,30,0.991,nan,0.133,0.964,0.814,0.175,32,
0,GCN,natural,class_weighting,42,GNNExplainer,0.797,30,0.971,0.499,0.833,nan,0.58,-0.101,31,
0,GCN,natural,class_weighting,42,PGExplainer,0.797,30,nan,0.765,nan,nan,0.203,-0.105,31,no
0,GCN,natural,class_weighting,42,GNNShap,0.797,30,0.985,nan,0.133,0.968,0.56,0.362,31,
0,GCN,natural,class_weighting,43,GNNExplainer,0.815,30,0.984,0.505,0.533,nan,0.56,-0.029,30,
0,GCN,natural,class_weighting,43,PGExplainer,0.815,30,nan,0.802,nan,nan,0.227,-0.03,30,no
0,GCN,natural,class_weighting,43,GNNShap,0.815,30,0.989,nan,0.133,0.964,0.629,0.308,30,
0,GCN,natural,class_weighting,44,GNNExplainer,0.818,30,0.982,0.488,0.533,nan,0.486,0.017,31,
0,GCN,natural,class_weighting,44,PGExplainer,0.818,30,nan,0.838,nan,nan,0.11,-0.054,31,no
0,GCN,natural,class_weighting,44,GNNShap,0.818,30,0.988,nan,0.1,0.965,0.614,0.314,31,
0,GCN,natural,focal_loss,42,GNNExplainer,0.806,30,0.942,0.488,0.833,nan,0.459,-0.223,30,
0,GCN,natural,focal_loss,42,PGExplainer,0.806,30,nan,0.776,nan,nan,0.063,-0.197,30,no
0,GCN,natural,focal_loss,42,GNNShap,0.806,30,0.995,nan,0.133,0.968,0.469,0.078,30,
0,GCN,natural,focal_loss,43,GNNExplainer,0.824,30,0.962,0.512,0.8,nan,0.341,-0.153,32,
0,GCN,natural,focal_loss,43,PGExplainer,0.824,30,nan,0.798,nan,nan,0.052,-0.195,32,no
0,GCN,natural,focal_loss,43,GNNShap,0.824,30,0.996,nan,0.1,0.964,0.547,0.089,32,
0,GCN,natural,focal_loss,44,GNNExplainer,0.827,30,0.95,0.466,0.7,nan,0.388,-0.18,30,
0,GCN,natural,focal_loss,44,PGExplainer,0.827,30,nan,0.734,nan,nan,0.18,-0.172,30,no
0,GCN,natural,focal_loss,44,GNNShap,0.827,30,0.996,nan,0.2,0.967,0.542,0.072,30,
0,TAGCN,1:1,none,42,GNNExplainer,0.988,30,0.86,0.474,0.4,nan,0.692,0.029,28,
0,TAGCN,1:1,none,42,PGExplainer,0.988,30,nan,0.852,nan,nan,0.091,0.164,28,no
0,TAGCN,1:1,none,42,GNNShap,0.988,30,0.956,nan,0.1,0.947,0.555,0.275,28,
0,TAGCN,1:1,none,43,GNNExplainer,0.988,30,0.861,0.487,0.467,nan,0.522,0.014,30,
0,TAGCN,1:1,none,43,PGExplainer,0.988,30,nan,0.913,nan,nan,0.203,0.106,30,no
0,TAGCN,1:1,none,43,GNNShap,0.988,30,0.95,nan,0.033,0.959,0.542,0.259,30,
0,TAGCN,1:1,none,44,GNNExplainer,0.987,30,0.821,0.585,0.467,nan,0.631,-0.079,28,
0,TAGCN,1:1,none,44,PGExplainer,0.987,30,nan,0.905,nan,nan,0.11,0.015,28,no
0,TAGCN,1:1,none,44,GNNShap,0.987,30,0.962,nan,0.0,0.945,0.615,0.21,28,
0,TAGCN,1:1,class_weighting,42,GNNExplainer,0.988,30,0.86,0.474,0.4,nan,0.692,0.029,28,
0,TAGCN,1:1,class_weighting,42,PGExplainer,0.988,30,nan,0.852,nan,nan,0.091,0.164,28,no
0,TAGCN,1:1,class_weighting,42,GNNShap,0.988,30,0.956,nan,0.1,0.947,0.555,0.275,28,
0,TAGCN,1:1,class_weighting,43,GNNExplainer,0.988,30,0.862,0.487,0.467,nan,0.522,0.014,30,
0,TAGCN,1:1,class_weighting,43,PGExplainer,0.988,30,nan,0.913,nan,nan,0.203,0.106,30,no
0,TAGCN,1:1,class_weighting,43,GNNShap,0.988,30,0.95,nan,0.033,0.959,0.542,0.259,30,
0,TAGCN,1:1,class_weighting,44,GNNExplainer,0.987,30,0.822,0.584,0.467,nan,0.63,-0.079,28,
0,TAGCN,1:1,class_weighting,44,PGExplainer,0.987,30,nan,0.905,nan,nan,0.11,0.015,28,no
0,TAGCN,1:1,class_weighting,44,GNNShap,0.987,30,0.962,nan,0.0,0.946,0.614,0.207,28,
0,TAGCN,1:1,focal_loss,42,GNNExplainer,0.986,30,0.878,0.486,0.367,nan,0.417,-0.109,30,
0,TAGCN,1:1,focal_loss,42,PGExplainer,0.986,30,nan,0.792,nan,nan,0.09,0.028,30,no
0,TAGCN,1:1,focal_loss,42,GNNShap,0.986,30,0.983,nan,0.033,0.963,0.409,0.148,30,
0,TAGCN,1:1,focal_loss,43,GNNExplainer,0.986,30,0.892,0.494,0.433,nan,0.336,-0.118,30,
0,TAGCN,1:1,focal_loss,43,PGExplainer,0.986,30,nan,0.759,nan,nan,0.002,0.068,30,no
0,TAGCN,1:1,focal_loss,43,GNNShap,0.986,30,0.986,nan,0.067,0.965,0.476,0.169,30,
0,TAGCN,1:1,focal_loss,44,GNNExplainer,0.988,30,0.873,0.473,0.333,nan,0.379,-0.138,30,
0,TAGCN,1:1,focal_loss,44,PGExplainer,0.988,30,nan,0.835,nan,nan,0.115,0.007,30,no
0,TAGCN,1:1,focal_loss,44,GNNShap,0.988,30,0.986,nan,0.067,0.964,0.425,0.136,30,
0,TAGCN,1:10,none,42,GNNExplainer,0.996,30,0.88,0.378,0.533,nan,0.683,0.026,27,
0,TAGCN,1:10,none,42,PGExplainer,0.996,30,nan,0.855,nan,nan,0.126,0.254,27,no
0,TAGCN,1:10,none,42,GNNShap,0.996,30,0.963,nan,0.1,0.964,0.403,0.175,27,
0,TAGCN,1:10,none,43,GNNExplainer,0.996,30,0.899,0.364,0.433,nan,0.607,0.04,27,
0,TAGCN,1:10,none,43,PGExplainer,0.996,30,nan,0.876,nan,nan,0.023,0.275,27,no
0,TAGCN,1:10,none,43,GNNShap,0.996,30,0.972,nan,0.1,0.965,0.367,0.218,27,
0,TAGCN,1:10,none,44,GNNExplainer,0.995,30,0.87,0.411,0.667,nan,0.606,0.035,28,
0,TAGCN,1:10,none,44,PGExplainer,0.995,30,nan,0.878,nan,nan,0.099,0.235,28,no
0,TAGCN,1:10,none,44,GNNShap,0.995,30,0.966,nan,0.167,0.957,0.353,0.242,28,
0,TAGCN,1:10,class_weighting,42,GNNExplainer,0.994,30,0.844,0.479,0.533,nan,0.645,0.01,29,
0,TAGCN,1:10,class_weighting,42,PGExplainer,0.994,30,nan,0.895,nan,nan,0.128,0.175,29,no
0,TAGCN,1:10,class_weighting,42,GNNShap,0.994,30,0.959,nan,0.067,0.971,0.537,0.233,29,
0,TAGCN,1:10,class_weighting,43,GNNExplainer,0.995,30,0.862,0.433,0.333,nan,0.674,0.052,27,
0,TAGCN,1:10,class_weighting,43,PGExplainer,0.995,30,nan,0.866,nan,nan,0.077,0.288,27,no
0,TAGCN,1:10,class_weighting,43,GNNShap,0.995,30,0.962,nan,0.033,0.965,0.548,0.177,27,
0,TAGCN,1:10,class_weighting,44,GNNExplainer,0.993,30,0.832,0.416,0.5,nan,0.558,-0.007,28,
0,TAGCN,1:10,class_weighting,44,PGExplainer,0.993,30,nan,0.865,nan,nan,0.098,0.177,28,no
0,TAGCN,1:10,class_weighting,44,GNNShap,0.993,30,0.961,nan,0.067,0.96,0.554,0.144,28,
0,TAGCN,1:10,focal_loss,42,GNNExplainer,0.995,30,0.852,0.394,0.433,nan,0.357,-0.11,27,
0,TAGCN,1:10,focal_loss,42,PGExplainer,0.995,30,nan,0.855,nan,nan,-0.007,0.113,27,no
0,TAGCN,1:10,focal_loss,42,GNNShap,0.995,30,0.985,nan,0.1,0.962,0.373,0.068,27,
0,TAGCN,1:10,focal_loss,43,GNNExplainer,0.994,30,0.886,0.385,0.333,nan,0.333,-0.091,28,
0,TAGCN,1:10,focal_loss,43,PGExplainer,0.994,30,nan,0.854,nan,nan,-0.028,0.139,28,no
0,TAGCN,1:10,focal_loss,43,GNNShap,0.994,30,0.983,nan,0.067,0.97,0.337,0.125,28,
0,TAGCN,1:10,focal_loss,44,GNNExplainer,0.994,30,0.856,0.377,0.367,nan,0.333,-0.133,27,
0,TAGCN,1:10,focal_loss,44,PGExplainer,0.994,30,nan,0.829,nan,nan,0.023,0.07,27,no
0,TAGCN,1:10,focal_loss,44,GNNShap,0.994,30,0.985,nan,0.067,0.959,0.313,0.066,27,
0,TAGCN,1:50,none,42,GNNExplainer,0.987,30,0.956,0.406,0.3,nan,0.749,-0.034,31,
0,TAGCN,1:50,none,42,PGExplainer,0.987,30,nan,0.848,nan,nan,0.108,0.303,31,no
0,TAGCN,1:50,none,42,GNNShap,0.987,30,0.969,nan,0.1,0.938,0.291,0.085,31,
0,TAGCN,1:50,none,43,GNNExplainer,0.983,30,0.915,0.312,0.2,nan,0.67,0.001,32,
0,TAGCN,1:50,none,43,PGExplainer,0.983,30,nan,0.875,nan,nan,0.085,0.349,32,no
0,TAGCN,1:50,none,43,GNNShap,0.983,30,0.972,nan,0.1,0.937,0.26,0.062,32,
0,TAGCN,1:50,none,44,GNNExplainer,0.985,30,0.903,0.382,0.4,nan,0.662,-0.033,32,
0,TAGCN,1:50,none,44,PGExplainer,0.985,30,nan,0.9,nan,nan,-0.014,0.314,32,no
0,TAGCN,1:50,none,44,GNNShap,0.985,30,0.973,nan,0.067,0.937,0.243,0.123,32,
0,TAGCN,1:50,class_weighting,42,GNNExplainer,0.984,30,0.868,0.424,0.467,nan,0.634,-0.001,32,
0,TAGCN,1:50,class_weighting,42,PGExplainer,0.984,30,nan,0.888,nan,nan,0.098,0.171,32,no
0,TAGCN,1:50,class_weighting,42,GNNShap,0.984,30,0.95,nan,0.067,0.931,0.403,0.227,32,
0,TAGCN,1:50,class_weighting,43,GNNExplainer,0.986,30,0.897,0.514,0.4,nan,0.7,-0.015,32,
0,TAGCN,1:50,class_weighting,43,PGExplainer,0.986,30,nan,0.861,nan,nan,0.082,0.213,32,no
0,TAGCN,1:50,class_weighting,43,GNNShap,0.986,30,0.962,nan,0.067,0.936,0.352,0.286,32,
