architecture,scenario,balancing,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
GAT,1:1,none,PGExplainer,9466,4,,0.25,,,,,38
GAT,1:1,none,PGExplainer,8477,2,,0.125,,,,,24
GAT,1:1,none,PGExplainer,8270,1,,0.4666666666666667,,,,,25
GAT,1:1,none,PGExplainer,9121,3,,0.5,,,,,26
GAT,1:1,none,GNNShap,8355,1,0.9407518796992479,,0.0,0.9480270646790322,,,38
GAT,1:1,none,GNNShap,9420,4,0.9732330827067669,,1.0,0.9358570077980337,,,32
GAT,1:1,none,GNNShap,8224,1,0.9741353383458644,,0.0,0.9284144424078071,,,36
GAT,1:1,none,GNNShap,8950,3,0.8609022556390977,,0.0,0.938030051016777,,,29
GAT,1:1,none,GNNShap,8698,2,0.9168421052631578,,0.0,0.9766805201054505,,,18
GAT,1:1,none,GNNShap,8571,2,0.9733834586466166,,0.0,0.946919882929563,,,16
GAT,1:1,none,GNNShap,9282,4,0.9738345864661653,,0.0,0.9396775948969331,,,26
GAT,1:1,none,GNNShap,8541,2,0.9454135338345864,,0.0,0.965078074075374,,,24
GAT,1:1,none,GNNShap,8053,1,0.968421052631579,,0.0,0.9504362156388473,,,83
GAT,1:1,none,GNNShap,8399,2,0.9801503759398497,,0.0,0.9322339847199086,,,20
GAT,1:1,none,GNNShap,8722,2,0.980751879699248,,0.0,0.9376363475167357,,,22
GAT,1:1,none,GNNShap,9468,4,0.980300751879699,,0.0,0.8871185023415297,,,33
GAT,1:1,none,GNNShap,8147,1,0.973533834586466,,0.0,0.9101772846118156,,,28
GAT,1:1,none,GNNShap,9495,4,0.9766917293233082,,0.0,0.9273467267090798,,,26
GAT,1:1,none,GNNShap,9259,4,0.9658646616541352,,0.0,0.953688335363043,,,26
GAT,1:1,none,GNNShap,8335,1,0.960751879699248,,0.0,0.8840100587512415,,,33
GAT,1:1,none,GNNShap,8226,1,0.9918796992481204,,0.0,0.9367199066323135,,,33
GAT,1:1,none,GNNShap,8029,1,0.9875187969924811,,0.0,0.9185235210102674,,,25
GAT,1:1,none,GNNShap,9313,4,0.9667669172932328,,0.0,0.9581354534731243,,,32
GAT,1:1,none,GNNShap,9366,4,0.9825563909774436,,0.0,0.9236465364602413,,,27
GAT,1:1,none,GNNShap,8564,2,0.9738345864661653,,0.0,0.9435256356597147,,,19
GAT,1:1,none,GNNShap,9343,4,0.9804511278195488,,0.0,0.9263996707237597,,,32
GAT,1:1,none,GNNShap,9488,4,0.8786466165413535,,0.0,0.9817724116859552,,,67
GAT,1:1,none,GNNShap,8445,2,0.9676691729323308,,0.0,0.9592418510995222,,,31
GAT,1:1,none,GNNShap,8331,1,0.9624060150375939,,0.0,0.8936964055923633,,,30
GAT,1:1,none,GNNShap,9460,4,0.9839097744360901,,0.0,0.9473090122642907,,,35
GAT,1:1,none,GNNShap,9466,4,0.9618045112781954,,0.0,0.8507077412058031,,,38
GAT,1:1,none,GNNShap,8477,2,0.9604511278195487,,0.0,0.9631318247595052,,,24
GAT,1:1,none,GNNShap,8270,1,0.9457142857142855,,0.0,0.8962855217712494,,,25
GAT,1:1,none,GNNShap,9121,3,0.9708270676691729,,0.0,0.9751656076981984,,,26
GAT,1:1,class_weighting,GNNExplainer,8355,1,0.9678195488721804,0.6818181818181818,1.0,,1.0,0.0,38
GAT,1:1,class_weighting,GNNExplainer,9420,4,0.9633082706766917,0.5384615384615384,0.0,,1.0,0.0,32
GAT,1:1,class_weighting,GNNExplainer,8224,1,0.9628571428571426,0.5476190476190477,0.0,,1.0,0.0,36
GAT,1:1,class_weighting,GNNExplainer,8950,3,0.9687218045112782,0.5333333333333333,0.0,,1.0,0.0,29
GAT,1:1,class_weighting,GNNExplainer,8698,2,0.9490225563909773,0.5,0.0,,1.0,0.0,18
GAT,1:1,class_weighting,GNNExplainer,8571,2,0.9430075187969924,0.5,0.0,,1.0,0.0,16
GAT,1:1,class_weighting,GNNExplainer,9282,4,0.9771428571428571,0.5666666666666667,1.0,,1.0,0.0,26
GAT,1:1,class_weighting,GNNExplainer,8541,2,0.9545864661654134,0.6666666666666666,0.0,,1.0,0.0,24
GAT,1:1,class_weighting,GNNExplainer,8053,1,0.9715789473684209,0.7045454545454546,0.0,,1.0,0.0,83
GAT,1:1,class_weighting,GNNExplainer,8399,2,0.9598496240601502,0.3333333333333333,0.0,,1.0,0.0,20
GAT,1:1,class_weighting,GNNExplainer,8722,2,0.9670676691729321,0.5,0.0,,1.0,0.0,22
GAT,1:1,class_weighting,GNNExplainer,9468,4,0.9760902255639097,0.575,1.0,,1.0,0.0,33
GAT,1:1,class_weighting,GNNExplainer,8147,1,0.9911278195488722,0.5294117647058824,0.0,,1.0,0.0,28
GAT,1:1,class_weighting,GNNExplainer,9495,4,0.989624060150376,0.5666666666666667,1.0,,1.0,0.0,26
GAT,1:1,class_weighting,GNNExplainer,9259,4,0.9568421052631578,0.5416666666666666,1.0,,1.0,0.0,26
GAT,1:1,class_weighting,GNNExplainer,8335,1,0.9842105263157894,0.5476190476190477,1.0,,1.0,0.0,33
GAT,1:1,class_weighting,GNNExplainer,8226,1,0.9858646616541351,0.5238095238095238,1.0,,1.0,0.0,33
GAT,1:1,class_weighting,GNNExplainer,8029,1,0.9833082706766916,0.5454545454545454,1.0,,1.0,0.0,25
GAT,1:1,class_weighting,GNNExplainer,9313,4,0.9824060150375938,0.5294117647058824,1.0,,1.0,0.0,32
GAT,1:1,class_weighting,GNNExplainer,9366,4,0.9634586466165412,0.5384615384615384,1.0,,1.0,0.0,27
GAT,1:1,class_weighting,GNNExplainer,8564,2,0.9351879699248119,0.5,0.0,,1.0,0.0,19
GAT,1:1,class_weighting,GNNExplainer,9343,4,0.9873684210526313,0.65,1.0,,1.0,0.0,32
GAT,1:1,class_weighting,GNNExplainer,9488,4,0.9709774436090225,0.7333333333333333,0.0,,1.0,0.0,67
GAT,1:1,class_weighting,GNNExplainer,8445,2,0.9380451127819548,0.375,0.0,,1.0,0.0,31
GAT,1:1,class_weighting,GNNExplainer,8331,1,0.9726315789473684,0.5952380952380952,1.0,,1.0,0.0,30
GAT,1:1,class_weighting,GNNExplainer,9460,4,0.9798496240601503,0.525,1.0,,1.0,0.0,35
GAT,1:1,class_weighting,GNNExplainer,9466,4,0.963609022556391,0.525,1.0,,1.0,0.0,38
GAT,1:1,class_weighting,GNNExplainer,8477,2,0.9762406015037592,0.5,0.0,,1.0,0.0,24
GAT,1:1,class_weighting,GNNExplainer,8270,1,0.978345864661654,0.5333333333333333,1.0,,1.0,0.0,25
GAT,1:1,class_weighting,GNNExplainer,9121,3,0.9733834586466166,0.5416666666666666,0.0,,1.0,0.0,26
GAT,1:1,class_weighting,PGExplainer,8355,1,,0.3181818181818182,,,,,38
GAT,1:1,class_weighting,PGExplainer,9420,4,,0.07692307692307693,,,,,32
GAT,1:1,class_weighting,PGExplainer,8224,1,,0.47619047619047616,,,,,36
GAT,1:1,class_weighting,PGExplainer,8950,3,,0.36666666666666664,,,,,29
GAT,1:1,class_weighting,PGExplainer,8698,2,,0.0,,,,,18
GAT,1:1,class_weighting,PGExplainer,8571,2,,0.125,,,,,16
GAT,1:1,class_weighting,PGExplainer,9282,4,,0.6333333333333333,,,,,26
GAT,1:1,class_weighting,PGExplainer,8541,2,,0.0,,,,,24
GAT,1:1,class_weighting,PGExplainer,8053,1,,0.0,,,,,83
GAT,1:1,class_weighting,PGExplainer,8399,2,,0.16666666666666666,,,,,20
GAT,1:1,class_weighting,PGExplainer,8722,2,,0.125,,,,,22
GAT,1:1,class_weighting,PGExplainer,9468,4,,0.35,,,,,33
GAT,1:1,class_weighting,PGExplainer,8147,1,,0.735294117647059,,,,,28
GAT,1:1,class_weighting,PGExplainer,9495,4,,0.7,,,,,26
GAT,1:1,class_weighting,PGExplainer,9259,4,,0.3333333333333333,,,,,26
GAT,1:1,class_weighting,PGExplainer,8335,1,,0.6428571428571429,,,,,33
GAT,1:1,class_weighting,PGExplainer,8226,1,,0.5,,,,,33
GAT,1:1,class_weighting,PGExplainer,8029,1,,0.22727272727272727,,,,,25
GAT,1:1,class_weighting,PGExplainer,9313,4,,0.3823529411764706,,,,,32
GAT,1:1,class_weighting,PGExplainer,9366,4,,0.2692307692307692,,,,,27
GAT,1:1,class_weighting,PGExplainer,8564,2,,0.25,,,,,19
GAT,1:1,class_weighting,PGExplainer,9343,4,,0.6,,,,,32
GAT,1:1,class_weighting,PGExplainer,9488,4,,0.0,,,,,67
GAT,1:1,class_weighting,PGExplainer,8445,2,,0.0,,,,,31
GAT,1:1,class_weighting,PGExplainer,8331,1,,0.42857142857142855,,,,,30
GAT,1:1,class_weighting,PGExplainer,9460,4,,0.47500000000000003,,,,,35
GAT,1:1,class_weighting,PGExplainer,9466,4,,0.25,,,,,38
GAT,1:1,class_weighting,PGExplainer,8477,2,,0.125,,,,,24
GAT,1:1,class_weighting,PGExplainer,8270,1,,0.4666666666666667,,,,,25
GAT,1:1,class_weighting,PGExplainer,9121,3,,0.5,,,,,26
GAT,1:1,class_weighting,GNNShap,8355,1,0.9410526315789474,,0.0,0.9480442272974285,,,38
GAT,1:1,class_weighting,GNNShap,9420,4,0.9750375939849623,,1.0,0.9357103841028097,,,32
GAT,1:1,class_weighting,GNNShap,8224,1,0.9784962406015036,,0.0,0.9284744079054171,,,36
GAT,1:1,class_weighting,GNNShap,8950,3,0.8702255639097742,,0.0,0.9389116573598884,,,29
GAT,1:1,class_weighting,GNNShap,8698,2,0.9081203007518797,,0.0,0.9772733997759457,,,18
GAT,1:1,class_weighting,GNNShap,8571,2,0.9733834586466166,,0.0,0.946519334096578,,,16
GAT,1:1,class_weighting,GNNShap,9282,4,0.9708270676691729,,0.0,0.9389452025109877,,,26
GAT,1:1,class_weighting,GNNShap,8541,2,0.949172932330827,,0.0,0.9648841289323551,,,24
GAT,1:1,class_weighting,GNNShap,8053,1,0.968421052631579,,0.0,0.9501343344541858,,,83
GAT,1:1,class_weighting,GNNShap,8399,2,0.9793984962406015,,0.0,0.931827284026032,,,20
GAT,1:1,class_weighting,GNNShap,8722,2,0.980751879699248,,0.0,0.9377705968124882,,,22
GAT,1:1,class_weighting,GNNShap,9468,4,0.980300751879699,,0.0,0.8867514007057336,,,33
GAT,1:1,class_weighting,GNNShap,8147,1,0.9739849624060151,,0.0,0.9099605125790348,,,28
GAT,1:1,class_weighting,GNNShap,9495,4,0.9772932330827068,,0.0,0.9268901161001019,,,26
GAT,1:1,class_weighting,GNNShap,9259,4,0.9664661654135338,,0.0,0.9535648652869618,,,26
GAT,1:1,class_weighting,GNNShap,8335,1,0.9613533834586464,,0.0,0.8844259761714213,,,33
GAT,1:1,class_weighting,GNNShap,8226,1,0.9918796992481204,,0.0,0.937181937162053,,,33
GAT,1:1,class_weighting,GNNShap,8029,1,0.9864661654135338,,0.0,0.9184047705033708,,,25
GAT,1:1,class_weighting,GNNShap,9313,4,0.9667669172932328,,0.0,0.9584050672068838,,,32
GAT,1:1,class_weighting,GNNShap,9366,4,0.9825563909774436,,0.0,0.9231542601266101,,,27
GAT,1:1,class_weighting,GNNShap,8564,2,0.972781954887218,,0.0,0.9435837149696775,,,19
GAT,1:1,class_weighting,GNNShap,9343,4,0.9784962406015036,,0.0,0.926583957396154,,,32
GAT,1:1,class_weighting,GNNShap,9488,4,0.8681203007518796,,0.0,0.9821223407376353,,,67
GAT,1:1,class_weighting,GNNShap,8445,2,0.9667669172932329,,0.0,0.9592713049934598,,,31
GAT,1:1,class_weighting,GNNShap,8331,1,0.9616541353383458,,0.0,0.8937905812679896,,,30
GAT,1:1,class_weighting,GNNShap,9460,4,0.984812030075188,,0.0,0.9475399802017936,,,35
GAT,1:1,class_weighting,GNNShap,9466,4,0.9598496240601504,,0.0,0.8505390289277214,,,38
GAT,1:1,class_weighting,GNNShap,8477,2,0.9603007518796993,,0.0,0.9630561685288578,,,24
GAT,1:1,class_weighting,GNNShap,8270,1,0.9434586466165413,,0.0,0.8963827222145033,,,25
GAT,1:1,class_weighting,GNNShap,9121,3,0.9700751879699248,,0.0,0.9748988627320877,,,26
GAT,1:1,focal_loss,GNNExplainer,9141,3,0.8878195488721804,0.5333333333333333,0.0,,1.0,0.0,30
GAT,1:1,focal_loss,GNNExplainer,8053,1,0.9530827067669172,0.7045454545454546,0.0,,1.0,0.0,83
GAT,1:1,focal_loss,GNNExplainer,8265,1,0.9246616541353383,0.5263157894736842,0.0,,1.0,0.0,34
GAT,1:1,focal_loss,GNNExplainer,8270,1,0.9,0.5333333333333333,0.0,,1.0,0.0,25
GAT,1:1,focal_loss,GNNExplainer,8107,1,0.9603007518796991,0.7391304347826085,0.0,,1.0,0.0,83
GAT,1:1,focal_loss,GNNExplainer,8285,1,0.955639097744361,0.5384615384615384,0.0,,1.0,0.0,27
GAT,1:1,focal_loss,GNNExplainer,8404,2,0.8330827067669173,0.375,1.0,,1.0,0.0,25
GAT,1:1,focal_loss,GNNExplainer,8870,2,0.72,0.5,0.0,,1.0,0.0,20
GAT,1:1,focal_loss,GNNExplainer,9350,4,0.9357894736842104,0.525,0.0,,1.0,0.0,36
GAT,1:1,focal_loss,GNNExplainer,8226,1,0.9475187969924812,0.5238095238095238,0.0,,1.0,0.0,33
GAT,1:1,focal_loss,GNNExplainer,8331,1,0.9291729323308271,0.5952380952380952,0.0,,1.0,0.0,30
GAT,1:1,focal_loss,GNNExplainer,8749,2,0.9409022556390976,0.5,1.0,,1.0,0.0,19
GAT,1:1,focal_loss,GNNExplainer,8827,2,0.8828571428571428,0.5,1.0,,1.0,0.0,23
GAT,1:1,focal_loss,GNNExplainer,8463,2,0.9538345864661654,0.5,0.0,,1.0,0.0,22
GAT,1:1,focal_loss,GNNExplainer,8803,2,0.837142857142857,0.25,1.0,,1.0,0.0,17
GAT,1:1,focal_loss,GNNExplainer,9462,4,0.9130827067669172,0.575,0.0,,1.0,0.0,33
GAT,1:1,focal_loss,GNNExplainer,8029,1,0.9333834586466164,0.5454545454545454,0.0,,1.0,0.0,25
GAT,1:1,focal_loss,GNNExplainer,9154,3,0.9016541353383458,0.5333333333333333,0.0,,1.0,0.0,29
GAT,1:1,focal_loss,GNNExplainer,8757,2,0.9375939849624061,0.75,1.0,,1.0,0.0,20
GAT,1:1,focal_loss,GNNExplainer,9471,4,0.9359398496240601,0.525,0.0,,1.0,0.0,33
GAT,1:1,focal_loss,GNNExplainer,8319,1,0.8735338345864662,0.5666666666666667,0.0,,1.0,0.0,23
GAT,1:1,focal_loss,GNNExplainer,9540,4,0.959097744360902,0.5333333333333333,0.0,,1.0,0.0,32
GAT,1:1,focal_loss,GNNExplainer,9115,3,0.9248120300751879,0.5416666666666666,0.0,,1.0,0.0,28
GAT,1:1,focal_loss,GNNExplainer,9266,4,0.9088721804511277,0.5416666666666666,0.0,,1.0,0.0,30
GAT,1:1,focal_loss,GNNExplainer,8333,1,0.9254135338345864,0.5238095238095238,0.0,,1.0,0.0,33
GAT,1:1,focal_loss,GNNExplainer,8634,2,0.7821052631578947,0.3333333333333333,1.0,,1.0,0.0,24
GAT,1:1,focal_loss,GNNExplainer,8666,2,0.9033082706766915,0.5,1.0,,1.0,0.0,24
GAT,1:1,focal_loss,GNNExplainer,8147,1,0.9404511278195488,0.5294117647058824,0.0,,1.0,0.0,28
GAT,1:1,focal_loss,GNNExplainer,9407,4,0.9430075187969924,0.5,0.0,,1.0,0.0,40
GAT,1:1,focal_loss,GNNExplainer,9460,4,0.9738345864661652,0.525,0.0,,1.0,0.0,35
GAT,1:1,focal_loss,PGExplainer,9141,3,,0.5,,,,,30
GAT,1:1,focal_loss,PGExplainer,8053,1,,0.1590909090909091,,,,,83
GAT,1:1,focal_loss,PGExplainer,8265,1,,0.47368421052631576,,,,,34
GAT,1:1,focal_loss,PGExplainer,8270,1,,0.7333333333333333,,,,,25
GAT,1:1,focal_loss,PGExplainer,8107,1,,0.2608695652173913,,,,,83
GAT,1:1,focal_loss,PGExplainer,8285,1,,0.7307692307692306,,,,,27
GAT,1:1,focal_loss,PGExplainer,8404,2,,0.375,,,,,25
GAT,1:1,focal_loss,PGExplainer,8870,2,,0.16666666666666666,,,,,20
GAT,1:1,focal_loss,PGExplainer,9350,4,,0.425,,,,,36
GAT,1:1,focal_loss,PGExplainer,8226,1,,0.5714285714285714,,,,,33
GAT,1:1,focal_loss,PGExplainer,8331,1,,0.5714285714285714,,,,,30
GAT,1:1,focal_loss,PGExplainer,8749,2,,0.0,,,,,19
GAT,1:1,focal_loss,PGExplainer,8827,2,,0.375,,,,,23
GAT,1:1,focal_loss,PGExplainer,8463,2,,0.25,,,,,22
GAT,1:1,focal_loss,PGExplainer,8803,2,,0.5,,,,,17
GAT,1:1,focal_loss,PGExplainer,9462,4,,0.5,,,,,33
GAT,1:1,focal_loss,PGExplainer,8029,1,,0.6818181818181818,,,,,25
GAT,1:1,focal_loss,PGExplainer,9154,3,,0.43333333333333335,,,,,29
GAT,1:1,focal_loss,PGExplainer,8757,2,,0.25,,,,,20
GAT,1:1,focal_loss,PGExplainer,9471,4,,0.825,,,,,33
GAT,1:1,focal_loss,PGExplainer,8319,1,,0.7,,,,,23
GAT,1:1,focal_loss,PGExplainer,9540,4,,0.36666666666666664,,,,,32
GAT,1:1,focal_loss,PGExplainer,9115,3,,0.5,,,,,28
GAT,1:1,focal_loss,PGExplainer,9266,4,,0.625,,,,,30
GAT,1:1,focal_loss,PGExplainer,8333,1,,0.5714285714285714,,,,,33
GAT,1:1,focal_loss,PGExplainer,8634,2,,0.16666666666666666,,,,,24
GAT,1:1,focal_loss,PGExplainer,8666,2,,0.375,,,,,24
GAT,1:1,focal_loss,PGExplainer,8147,1,,0.6176470588235294,,,,,28
GAT,1:1,focal_loss,PGExplainer,9407,4,,0.6388888888888888,,,,,40
GAT,1:1,focal_loss,PGExplainer,9460,4,,0.45,,,,,35
GAT,1:1,focal_loss,GNNShap,9141,3,0.9872180451127818,,0.0,0.9558050832881149,,,30
GAT,1:1,focal_loss,GNNShap,8053,1,0.9721804511278196,,0.0,0.9833581017336076,,,83
GAT,1:1,focal_loss,GNNShap,8265,1,0.9987969924812031,,0.0,0.9755413583831153,,,34
GAT,1:1,focal_loss,GNNShap,8270,1,0.9962406015037594,,0.0,0.8999596891009402,,,25
GAT,1:1,focal_loss,GNNShap,8107,1,0.9624060150375939,,0.0,0.9811845175449821,,,83
GAT,1:1,focal_loss,GNNShap,8285,1,0.9984962406015038,,0.0,0.9332245777510018,,,27
GAT,1:1,focal_loss,GNNShap,8404,2,0.9993984962406015,,0.0,0.9439032041275093,,,25
GAT,1:1,focal_loss,GNNShap,8870,2,0.9953383458646616,,1.0,0.9419783933992811,,,20
GAT,1:1,focal_loss,GNNShap,9350,4,0.9966917293233081,,0.0,0.9155103717060962,,,36
GAT,1:1,focal_loss,GNNShap,8226,1,0.9924812030075186,,0.0,0.9518714214671524,,,33
GAT,1:1,focal_loss,GNNShap,8331,1,0.9968421052631579,,0.0,0.9169451419245691,,,30
GAT,1:1,focal_loss,GNNShap,8749,2,0.9962406015037594,,1.0,0.8963545582739773,,,19
GAT,1:1,focal_loss,GNNShap,8827,2,0.9986466165413533,,1.0,0.925853642517831,,,23
GAT,1:1,focal_loss,GNNShap,8463,2,0.9984962406015038,,0.0,0.946108422172532,,,22
GAT,1:1,focal_loss,GNNShap,8803,2,0.9987969924812029,,1.0,0.9420274584682492,,,17
GAT,1:1,focal_loss,GNNShap,9462,4,0.997593984962406,,0.0,0.9397163429728554,,,33
GAT,1:1,focal_loss,GNNShap,8029,1,0.9984962406015038,,0.0,0.9412128702538087,,,25
GAT,1:1,focal_loss,GNNShap,9154,3,0.9957894736842103,,0.0,0.9714770445731492,,,29
GAT,1:1,focal_loss,GNNShap,8757,2,0.9959398496240601,,1.0,0.8908786478610349,,,20
GAT,1:1,focal_loss,GNNShap,9471,4,0.9920300751879697,,0.0,0.9575450049154757,,,33
GAT,1:1,focal_loss,GNNShap,8319,1,0.9878195488721804,,0.0,0.9200987664306626,,,23
GAT,1:1,focal_loss,GNNShap,9540,4,0.9951879699248121,,0.0,0.891027072356453,,,32
GAT,1:1,focal_loss,GNNShap,9115,3,0.9738345864661652,,0.0,0.9238131732907184,,,28
GAT,1:1,focal_loss,GNNShap,9266,4,0.9960902255639097,,1.0,0.9340290022839073,,,30
GAT,1:1,focal_loss,GNNShap,8333,1,0.9906766917293233,,0.0,0.9697290417737928,,,33
GAT,1:1,focal_loss,GNNShap,8634,2,0.9951879699248121,,1.0,0.9529125199752609,,,24
GAT,1:1,focal_loss,GNNShap,8666,2,0.9885714285714284,,1.0,0.927364441602643,,,24
GAT,1:1,focal_loss,GNNShap,8147,1,0.9993984962406015,,0.0,0.9219039412555723,,,28
GAT,1:1,focal_loss,GNNShap,9407,4,0.9984962406015038,,1.0,0.9536173772349951,,,40
GAT,1:1,focal_loss,GNNShap,9460,4,0.9987969924812031,,0.0,0.9274429121786142,,,35
GAT,1:10,none,GNNExplainer,8073,1,0.9861654135338345,0.5652173913043478,1.0,,1.0,1.0,35
GAT,1:10,none,GNNExplainer,8053,1,0.9577443609022556,0.6590909090909091,0.0,,1.0,0.8,83
GAT,1:10,none,GNNExplainer,9065,3,0.9906766917293233,0.5263157894736842,0.0,,1.0,0.0,33
GAT,1:10,none,GNNExplainer,8340,1,0.9816541353383459,0.5681818181818182,0.0,,1.0,0.6,32
GAT,1:10,none,GNNExplainer,8291,1,0.9812030075187967,0.6666666666666666,1.0,,1.0,1.0,30
GAT,1:10,none,GNNExplainer,8224,1,0.9879699248120299,0.5476190476190477,1.0,,1.0,0.0,36
GAT,1:10,none,GNNExplainer,9293,4,0.9470676691729322,0.5333333333333333,1.0,,1.0,0.0,36
GAT,1:10,none,GNNExplainer,9442,4,0.97593984962406,0.55,1.0,,1.0,0.0,30
GAT,1:10,none,GNNExplainer,9540,4,0.9494736842105261,0.5333333333333333,1.0,,1.0,0.0,32
GAT,1:10,none,GNNExplainer,9455,4,0.9596992481203006,0.525,1.0,,1.0,0.0,36
GAT,1:10,none,GNNExplainer,8307,1,0.9795488721804511,0.625,1.0,,1.0,1.0,35
GAT,1:10,none,GNNExplainer,9385,4,0.9485714285714284,0.55,1.0,,1.0,0.0,35
GAT,1:10,none,GNNExplainer,9399,4,0.972781954887218,0.5833333333333334,1.0,,1.0,0.2,28
GAT,1:10,none,GNNExplainer,9468,4,0.9798496240601502,0.575,1.0,,1.0,0.0,33
GAT,1:10,none,GNNExplainer,8260,1,0.9837593984962405,0.5263157894736842,1.0,,1.0,0.0,28
GAT,1:10,none,GNNExplainer,9488,4,0.9433082706766915,0.7666666666666667,1.0,,1.0,0.0,67
GAT,1:10,none,GNNExplainer,8087,1,0.9849624060150376,0.5652173913043478,1.0,,1.0,1.0,35
GAT,1:10,none,GNNExplainer,8344,1,0.9769924812030075,0.6363636363636364,0.0,,1.0,1.0,29
GAT,1:10,none,GNNExplainer,8259,1,0.9888721804511276,0.5526315789473685,1.0,,1.0,0.0,28
GAT,1:10,none,GNNExplainer,9313,4,0.9535338345864661,0.5294117647058824,1.0,,1.0,0.0,32
GAT,1:10,none,GNNExplainer,9438,4,0.9562406015037592,0.5294117647058824,1.0,,1.0,0.0,32
GAT,1:10,none,GNNExplainer,8950,3,0.9756390977443609,0.5333333333333333,0.0,,1.0,0.0,29
GAT,1:10,none,GNNExplainer,8928,3,0.9959398496240601,0.5263157894736842,0.0,,1.0,0.0,31
GAT,1:10,none,GNNExplainer,8126,1,0.9646616541353383,0.6363636363636364,0.0,,1.0,0.0,47
GAT,1:10,none,GNNExplainer,9149,3,0.9848120300751878,0.5333333333333333,0.0,,1.0,0.0,34
GAT,1:10,none,GNNExplainer,8081,1,0.9866165413533834,0.5217391304347826,1.0,,1.0,1.0,38
GAT,1:10,none,GNNExplainer,9425,4,0.977894736842105,0.5294117647058824,1.0,,1.0,0.0,31
GAT,1:10,none,GNNExplainer,8558,2,0.9730827067669171,0.5,0.0,,1.0,1.0,20
GAT,1:10,none,GNNExplainer,9389,4,0.9654135338345864,0.525,1.0,,1.0,0.0,40
GAT,1:10,none,GNNExplainer,9141,3,0.9921804511278195,0.5333333333333333,0.0,,1.0,0.0,30
GAT,1:10,none,PGExplainer,8073,1,,0.5652173913043478,,,,,35
GAT,1:10,none,PGExplainer,8053,1,,0.045454545454545456,,,,,83
GAT,1:10,none,PGExplainer,9065,3,,0.5526315789473685,,,,,33
GAT,1:10,none,PGExplainer,8340,1,,0.38636363636363635,,,,,32
GAT,1:10,none,PGExplainer,8291,1,,0.625,,,,,30
GAT,1:10,none,PGExplainer,8224,1,,0.35714285714285715,,,,,36
GAT,1:10,none,PGExplainer,9293,4,,0.43333333333333335,,,,,36
GAT,1:10,none,PGExplainer,9442,4,,0.45,,,,,30
GAT,1:10,none,PGExplainer,9540,4,,0.36666666666666664,,,,,32
GAT,1:10,none,PGExplainer,9455,4,,0.6,,,,,36
GAT,1:10,none,PGExplainer,8307,1,,0.375,,,,,35
GAT,1:10,none,PGExplainer,9385,4,,0.55,,,,,35
GAT,1:10,none,PGExplainer,9399,4,,0.6388888888888888,,,,,28
GAT,1:10,none,PGExplainer,9468,4,,0.5,,,,,33
GAT,1:10,none,PGExplainer,8260,1,,0.42105263157894735,,,,,28
GAT,1:10,none,PGExplainer,9488,4,,0.0,,,,,67
GAT,1:10,none,PGExplainer,8087,1,,0.45652173913043476,,,,,35
GAT,1:10,none,PGExplainer,8344,1,,0.5227272727272727,,,,,29
GAT,1:10,none,PGExplainer,8259,1,,0.42105263157894735,,,,,28
GAT,1:10,none,PGExplainer,9313,4,,0.47058823529411764,,,,,32
GAT,1:10,none,PGExplainer,9438,4,,0.47058823529411764,,,,,32
GAT,1:10,none,PGExplainer,8950,3,,0.4666666666666667,,,,,29
GAT,1:10,none,PGExplainer,8928,3,,0.5263157894736842,,,,,31
GAT,1:10,none,PGExplainer,8126,1,,0.0,,,,,47
GAT,1:10,none,PGExplainer,9149,3,,0.5,,,,,34
GAT,1:10,none,PGExplainer,8081,1,,0.4782608695652174,,,,,38
GAT,1:10,none,PGExplainer,9425,4,,0.4411764705882353,,,,,31
GAT,1:10,none,PGExplainer,8558,2,,0.25,,,,,20
GAT,1:10,none,PGExplainer,9389,4,,0.45,,,,,40
GAT,1:10,none,PGExplainer,9141,3,,0.7,,,,,30
GAT,1:10,none,GNNShap,8073,1,0.9900751879699247,,0.0,0.967338052550884,,,35
GAT,1:10,none,GNNShap,8053,1,0.8789473684210526,,0.0,0.9812915043540518,,,83
GAT,1:10,none,GNNShap,9065,3,0.9766917293233082,,0.0,0.9463539969640937,,,33
GAT,1:10,none,GNNShap,8340,1,0.9878195488721804,,0.0,0.9591066137831076,,,32
GAT,1:10,none,GNNShap,8291,1,0.9861654135338345,,0.0,0.952677574338162,,,30
GAT,1:10,none,GNNShap,8224,1,0.9846616541353382,,0.0,0.9234963121806785,,,36
GAT,1:10,none,GNNShap,9293,4,0.9840601503759399,,0.0,0.8855450103479454,,,36
GAT,1:10,none,GNNShap,9442,4,0.9403007518796992,,0.0,0.9235192346318343,,,30
GAT,1:10,none,GNNShap,9540,4,0.944812030075188,,1.0,0.8970915916579353,,,32
GAT,1:10,none,GNNShap,9455,4,0.9460150375939851,,0.0,0.873935363691977,,,36
GAT,1:10,none,GNNShap,8307,1,0.9472180451127817,,0.0,0.919100566755706,,,35
GAT,1:10,none,GNNShap,9385,4,0.9756390977443609,,1.0,0.9613064857717737,,,35
GAT,1:10,none,GNNShap,9399,4,0.9854135338345864,,0.0,0.904409227175645,,,28
GAT,1:10,none,GNNShap,9468,4,0.9837593984962405,,0.0,0.9169076807937229,,,33
