architecture,scenario,balancing,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
GAT,1:100,none,PGExplainer,9178,3,,0.8333333333333334,,,,,39
GAT,1:100,none,PGExplainer,9103,3,,0.7647058823529412,,,,,36
GAT,1:100,none,PGExplainer,9096,3,,0.7941176470588235,,,,,34
GAT,1:100,none,PGExplainer,9172,3,,0.8125,,,,,40
GAT,1:100,none,GNNShap,9176,3,0.9938345864661653,,0.0,0.8770379722793503,,,40
GAT,1:100,none,GNNShap,8917,3,0.9978947368421052,,0.0,0.8956764471878167,,,39
GAT,1:100,none,GNNShap,9112,3,0.9936842105263157,,0.0,0.8438211946603282,,,33
GAT,1:100,none,GNNShap,8906,3,0.9969924812030074,,1.0,0.9373654814554243,,,37
GAT,1:100,none,GNNShap,9174,3,0.9881203007518795,,0.0,0.8845429022227347,,,41
GAT,1:100,none,GNNShap,8921,3,0.9972932330827067,,1.0,0.8432260561840398,,,36
GAT,1:100,none,GNNShap,9178,3,0.995639097744361,,1.0,0.9115905251805702,,,39
GAT,1:100,none,GNNShap,9103,3,0.9953383458646616,,1.0,0.9288886658009938,,,36
GAT,1:100,none,GNNShap,9096,3,0.9984962406015038,,0.0,0.888644955386795,,,34
GAT,1:100,none,GNNShap,9172,3,0.9866165413533834,,1.0,0.8748460618214157,,,40
GAT,1:100,class_weighting,GNNExplainer,9462,4,0.9930827067669172,0.575,1.0,,1.0,0.0,33
GAT,1:100,class_weighting,GNNExplainer,9540,4,0.9711278195488721,0.5333333333333333,1.0,,1.0,0.0,32
GAT,1:100,class_weighting,GNNExplainer,9029,3,0.9893233082706766,0.5294117647058824,1.0,,1.0,0.0,32
GAT,1:100,class_weighting,GNNExplainer,9343,4,0.991578947368421,0.65,1.0,,1.0,0.0,32
GAT,1:100,class_weighting,GNNExplainer,8073,1,0.985563909774436,0.5652173913043478,1.0,,1.0,0.0,35
GAT,1:100,class_weighting,GNNExplainer,8839,2,0.9744360902255638,0.5,0.0,,1.0,0.0,27
GAT,1:100,class_weighting,GNNExplainer,9272,4,0.9712781954887216,0.5416666666666666,1.0,,1.0,0.0,33
GAT,1:100,class_weighting,GNNExplainer,8335,1,0.9861654135338345,0.5476190476190477,1.0,,1.0,0.0,33
GAT,1:100,class_weighting,GNNExplainer,9471,4,0.9906766917293233,0.525,1.0,,1.0,0.0,33
GAT,1:100,class_weighting,GNNExplainer,9042,3,0.9917293233082706,0.5294117647058824,1.0,,1.0,0.0,36
GAT,1:100,class_weighting,GNNExplainer,9142,3,0.9748872180451127,0.5666666666666667,1.0,,1.0,0.0,75
GAT,1:100,class_weighting,GNNExplainer,8126,1,0.9702255639097743,0.5909090909090909,0.0,,1.0,0.0,47
GAT,1:100,class_weighting,GNNExplainer,9382,4,0.9843609022556391,0.525,1.0,,1.0,0.0,35
GAT,1:100,class_weighting,GNNExplainer,8053,1,0.9806015037593985,0.5909090909090909,0.0,,1.0,0.0,83
GAT,1:100,class_weighting,GNNExplainer,8313,1,0.9837593984962405,0.5333333333333333,1.0,,1.0,0.0,24
GAT,1:100,class_weighting,GNNExplainer,9340,4,0.9920300751879697,0.55,1.0,,1.0,0.0,34
GAT,1:100,class_weighting,GNNExplainer,9313,4,0.9804511278195488,0.5294117647058824,1.0,,1.0,0.0,32
GAT,1:100,class_weighting,GNNExplainer,8087,1,0.9930827067669172,0.5652173913043478,1.0,,1.0,0.0,35
GAT,1:100,class_weighting,GNNExplainer,9128,3,0.9900751879699247,0.5333333333333333,1.0,,1.0,0.0,31
GAT,1:100,class_weighting,GNNExplainer,8307,1,0.9700751879699249,0.625,1.0,,1.0,0.0,35
GAT,1:100,class_weighting,GNNExplainer,9381,4,0.9887218045112782,0.525,1.0,,1.0,0.0,40
GAT,1:100,class_weighting,GNNExplainer,9062,3,0.9921804511278195,0.5263157894736842,0.0,,1.0,0.0,37
GAT,1:100,class_weighting,GNNExplainer,8347,1,0.9639097744360899,0.6363636363636364,1.0,,1.0,0.0,29
GAT,1:100,class_weighting,GNNExplainer,8107,1,0.9866165413533834,0.6521739130434783,1.0,,1.0,0.0,83
GAT,1:100,class_weighting,GNNExplainer,8717,2,0.9700751879699248,0.3333333333333333,1.0,,1.0,0.0,21
GAT,1:100,class_weighting,GNNExplainer,9096,3,0.9879699248120299,0.5294117647058824,1.0,,1.0,0.0,34
GAT,1:100,class_weighting,GNNExplainer,9411,4,0.9622556390977441,0.5384615384615384,1.0,,1.0,0.0,30
GAT,1:100,class_weighting,GNNExplainer,8081,1,0.9930827067669172,0.5217391304347826,1.0,,1.0,0.0,38
GAT,1:100,class_weighting,GNNExplainer,8226,1,0.9926315789473683,0.5238095238095238,1.0,,1.0,0.0,33
GAT,1:100,class_weighting,GNNExplainer,9120,3,0.9869172932330825,0.5416666666666666,1.0,,1.0,0.0,30
GAT,1:100,class_weighting,PGExplainer,9462,4,,0.675,,,,,33
GAT,1:100,class_weighting,PGExplainer,9540,4,,0.8000000000000002,,,,,32
GAT,1:100,class_weighting,PGExplainer,9029,3,,0.8235294117647058,,,,,32
GAT,1:100,class_weighting,PGExplainer,9343,4,,0.825,,,,,32
GAT,1:100,class_weighting,PGExplainer,8073,1,,0.8695652173913043,,,,,35
GAT,1:100,class_weighting,PGExplainer,8839,2,,0.625,,,,,27
GAT,1:100,class_weighting,PGExplainer,9272,4,,0.875,,,,,33
GAT,1:100,class_weighting,PGExplainer,8335,1,,0.8571428571428571,,,,,33
GAT,1:100,class_weighting,PGExplainer,9471,4,,0.825,,,,,33
GAT,1:100,class_weighting,PGExplainer,9042,3,,0.8235294117647058,,,,,36
GAT,1:100,class_weighting,PGExplainer,9142,3,,0.5333333333333333,,,,,75
GAT,1:100,class_weighting,PGExplainer,8126,1,,0.4090909090909091,,,,,47
GAT,1:100,class_weighting,PGExplainer,9382,4,,0.9,,,,,35
GAT,1:100,class_weighting,PGExplainer,8053,1,,0.7272727272727273,,,,,83
GAT,1:100,class_weighting,PGExplainer,8313,1,,0.7333333333333333,,,,,24
GAT,1:100,class_weighting,PGExplainer,9340,4,,0.85,,,,,34
GAT,1:100,class_weighting,PGExplainer,9313,4,,0.8235294117647058,,,,,32
GAT,1:100,class_weighting,PGExplainer,8087,1,,0.8695652173913043,,,,,35
GAT,1:100,class_weighting,PGExplainer,9128,3,,0.7,,,,,31
GAT,1:100,class_weighting,PGExplainer,8307,1,,0.75,,,,,35
GAT,1:100,class_weighting,PGExplainer,9381,4,,0.925,,,,,40
GAT,1:100,class_weighting,PGExplainer,9062,3,,0.8421052631578947,,,,,37
GAT,1:100,class_weighting,PGExplainer,8347,1,,0.8409090909090909,,,,,29
GAT,1:100,class_weighting,PGExplainer,8107,1,,0.8043478260869565,,,,,83
GAT,1:100,class_weighting,PGExplainer,8717,2,,0.3333333333333333,,,,,21
GAT,1:100,class_weighting,PGExplainer,9096,3,,0.7647058823529412,,,,,34
GAT,1:100,class_weighting,PGExplainer,9411,4,,0.7692307692307693,,,,,30
GAT,1:100,class_weighting,PGExplainer,8081,1,,0.7608695652173914,,,,,38
GAT,1:100,class_weighting,PGExplainer,8226,1,,0.7380952380952381,,,,,33
GAT,1:100,class_weighting,PGExplainer,9120,3,,0.5416666666666666,,,,,30
GAT,1:100,class_weighting,GNNShap,9462,4,0.9933834586466166,,0.0,0.8840862318886724,,,33
GAT,1:100,class_weighting,GNNShap,9540,4,0.9434586466165413,,1.0,0.8209413761017401,,,32
GAT,1:100,class_weighting,GNNShap,9029,3,0.9330827067669173,,1.0,0.8797049603775104,,,32
GAT,1:100,class_weighting,GNNShap,9343,4,0.993082706766917,,0.0,0.8732280749655242,,,32
GAT,1:100,class_weighting,GNNShap,8073,1,0.9933834586466166,,1.0,0.9546450672337008,,,35
GAT,1:100,class_weighting,GNNShap,8839,2,0.9930827067669172,,0.0,0.8476981146413263,,,27
GAT,1:100,class_weighting,GNNShap,9272,4,0.9879699248120299,,0.0,0.8918599903426883,,,33
GAT,1:100,class_weighting,GNNShap,8335,1,0.9792481203007519,,1.0,0.9115883706712242,,,33
GAT,1:100,class_weighting,GNNShap,9471,4,0.9848120300751878,,0.0,0.8795600417422248,,,33
GAT,1:100,class_weighting,GNNShap,9042,3,0.9834586466165411,,0.0,0.8755182789175144,,,36
GAT,1:100,class_weighting,GNNShap,9142,3,0.9548872180451126,,0.0,0.9520013259563076,,,75
GAT,1:100,class_weighting,GNNShap,8126,1,0.9551879699248118,,0.0,0.9459281951170153,,,47
GAT,1:100,class_weighting,GNNShap,9382,4,0.9652631578947368,,0.0,0.9066274441815974,,,35
GAT,1:100,class_weighting,GNNShap,8053,1,0.9353383458646617,,0.0,0.9419527414267856,,,83
GAT,1:100,class_weighting,GNNShap,8313,1,0.993984962406015,,1.0,0.878372286512275,,,24
GAT,1:100,class_weighting,GNNShap,9340,4,0.9884210526315789,,0.0,0.8819045253926715,,,34
GAT,1:100,class_weighting,GNNShap,9313,4,0.9535338345864659,,0.0,0.9365903314078551,,,32
GAT,1:100,class_weighting,GNNShap,8087,1,0.9927819548872179,,0.0,0.9073568268988321,,,35
GAT,1:100,class_weighting,GNNShap,9128,3,0.9893233082706766,,0.0,0.8876863079124758,,,31
GAT,1:100,class_weighting,GNNShap,8307,1,0.9816541353383457,,1.0,0.9190216251288256,,,35
GAT,1:100,class_weighting,GNNShap,9381,4,0.9818045112781955,,0.0,0.8377351944811366,,,40
GAT,1:100,class_weighting,GNNShap,9062,3,0.9687218045112781,,0.0,0.9693296732065363,,,37
GAT,1:100,class_weighting,GNNShap,8347,1,0.9912781954887218,,0.0,0.9237193020232045,,,29
GAT,1:100,class_weighting,GNNShap,8107,1,0.9302255639097743,,0.0,0.922594952434088,,,83
GAT,1:100,class_weighting,GNNShap,8717,2,0.966015037593985,,0.0,0.9498012980817767,,,21
GAT,1:100,class_weighting,GNNShap,9096,3,0.9842105263157894,,0.0,0.9042007713984166,,,34
GAT,1:100,class_weighting,GNNShap,9411,4,0.9795488721804511,,1.0,0.9145729557272311,,,30
GAT,1:100,class_weighting,GNNShap,8081,1,0.9789473684210523,,1.0,0.8488570486902614,,,38
GAT,1:100,class_weighting,GNNShap,8226,1,0.9828571428571429,,1.0,0.9152746669898061,,,33
GAT,1:100,class_weighting,GNNShap,9120,3,0.9816541353383459,,1.0,0.9415842718738083,,,30
GAT,1:100,focal_loss,GNNExplainer,9176,3,0.9721804511278194,0.5208333333333334,0.0,,1.0,1.0,40
GAT,1:100,focal_loss,GNNExplainer,8906,3,0.9199999999999999,0.5227272727272727,0.0,,1.0,1.0,37
GAT,1:100,focal_loss,GNNExplainer,9096,3,0.9784962406015036,0.5294117647058824,0.0,,1.0,1.0,34
GAT,1:100,focal_loss,GNNExplainer,8897,3,0.9541353383458644,0.5294117647058824,0.0,,1.0,1.0,35
GAT,1:100,focal_loss,GNNExplainer,9174,3,0.9715789473684209,0.5208333333333334,1.0,,1.0,1.0,41
GAT,1:100,focal_loss,GNNExplainer,8917,3,0.9730827067669171,0.5227272727272727,0.0,,1.0,1.0,39
GAT,1:100,focal_loss,GNNExplainer,9178,3,0.9780451127819548,0.5208333333333334,0.0,,1.0,1.0,39
GAT,1:100,focal_loss,GNNExplainer,8950,3,0.9327819548872179,0.5333333333333333,1.0,,1.0,1.0,29
GAT,1:100,focal_loss,GNNExplainer,8921,3,0.9556390977443607,0.5909090909090909,0.0,,1.0,1.0,36
GAT,1:100,focal_loss,GNNExplainer,9172,3,0.9687218045112782,0.5208333333333334,1.0,,1.0,1.0,40
GAT,1:100,focal_loss,PGExplainer,9176,3,,0.9166666666666666,,,,,40
GAT,1:100,focal_loss,PGExplainer,8906,3,,0.9318181818181818,,,,,37
GAT,1:100,focal_loss,PGExplainer,9096,3,,0.9117647058823528,,,,,34
GAT,1:100,focal_loss,PGExplainer,8897,3,,0.8235294117647058,,,,,35
GAT,1:100,focal_loss,PGExplainer,9174,3,,0.9375,,,,,41
GAT,1:100,focal_loss,PGExplainer,8917,3,,0.9090909090909091,,,,,39
GAT,1:100,focal_loss,PGExplainer,9178,3,,0.9166666666666666,,,,,39
GAT,1:100,focal_loss,PGExplainer,8950,3,,0.6333333333333333,,,,,29
GAT,1:100,focal_loss,PGExplainer,8921,3,,0.9318181818181818,,,,,36
GAT,1:100,focal_loss,PGExplainer,9172,3,,0.9375,,,,,40
GAT,1:100,focal_loss,GNNShap,9176,3,0.9981954887218045,,0.0,0.9177756239631165,,,40
GAT,1:100,focal_loss,GNNShap,8906,3,0.9963909774436092,,0.0,0.9439122563958829,,,37
GAT,1:100,focal_loss,GNNShap,9096,3,0.9935338345864659,,0.0,0.9145156798147186,,,34
GAT,1:100,focal_loss,GNNShap,8897,3,0.9935338345864662,,0.0,0.8747812708744787,,,35
GAT,1:100,focal_loss,GNNShap,9174,3,0.9960902255639098,,0.0,0.9224837636092204,,,41
GAT,1:100,focal_loss,GNNShap,8917,3,0.9966917293233083,,0.0,0.902427228894706,,,39
GAT,1:100,focal_loss,GNNShap,9178,3,0.9858646616541353,,1.0,0.9084141871851298,,,39
GAT,1:100,focal_loss,GNNShap,8950,3,0.9923308270676691,,1.0,0.897610194136699,,,29
GAT,1:100,focal_loss,GNNShap,8921,3,0.9822556390977443,,1.0,0.8693444375165997,,,36
GAT,1:100,focal_loss,GNNShap,9172,3,0.9745864661654136,,1.0,0.9033060845166604,,,40
GAT,natural,none,GNNExplainer,8073,1,0.9858646616541351,0.5652173913043478,1.0,,1.0,1.0,35
GAT,natural,none,GNNExplainer,8053,1,0.9559398496240601,0.6590909090909091,0.0,,1.0,0.8,83
GAT,natural,none,GNNExplainer,9065,3,0.9906766917293233,0.5263157894736842,0.0,,1.0,0.0,33
GAT,natural,none,GNNExplainer,8340,1,0.9816541353383459,0.5681818181818182,0.0,,1.0,0.6,32
GAT,natural,none,GNNExplainer,8291,1,0.9839097744360903,0.6666666666666666,1.0,,1.0,1.0,30
GAT,natural,none,GNNExplainer,8224,1,0.9903759398496239,0.5476190476190477,1.0,,1.0,0.0,36
GAT,natural,none,GNNExplainer,9293,4,0.949172932330827,0.5333333333333333,1.0,,1.0,0.0,36
GAT,natural,none,GNNExplainer,9442,4,0.978796992481203,0.55,1.0,,1.0,0.0,30
GAT,natural,none,GNNExplainer,9540,4,0.9490225563909773,0.5333333333333333,1.0,,1.0,0.0,32
GAT,natural,none,GNNExplainer,9455,4,0.9493233082706766,0.525,1.0,,1.0,0.0,36
GAT,natural,none,GNNExplainer,8307,1,0.9795488721804511,0.625,1.0,,1.0,1.0,35
GAT,natural,none,GNNExplainer,9385,4,0.9500751879699247,0.55,1.0,,1.0,0.0,35
GAT,natural,none,GNNExplainer,9399,4,0.9754887218045113,0.5833333333333334,1.0,,1.0,0.2,28
GAT,natural,none,GNNExplainer,9468,4,0.9735338345864664,0.575,1.0,,1.0,0.0,33
GAT,natural,none,GNNExplainer,8260,1,0.9824060150375938,0.5263157894736842,1.0,,1.0,0.0,28
GAT,natural,none,GNNExplainer,9488,4,0.9403007518796992,0.7666666666666667,1.0,,1.0,0.0,67
GAT,natural,none,GNNExplainer,8087,1,0.9863157894736843,0.5652173913043478,1.0,,1.0,1.0,35
GAT,natural,none,GNNExplainer,8344,1,0.97593984962406,0.6363636363636364,0.0,,1.0,1.0,29
GAT,natural,none,GNNExplainer,8259,1,0.9896240601503757,0.5526315789473685,1.0,,1.0,0.0,28
GAT,natural,none,GNNExplainer,9313,4,0.9527819548872178,0.5294117647058824,1.0,,1.0,0.0,32
GAT,natural,none,GNNExplainer,9438,4,0.9580451127819547,0.5294117647058824,1.0,,1.0,0.0,32
GAT,natural,none,GNNExplainer,8950,3,0.9769924812030075,0.5333333333333333,0.0,,1.0,0.0,29
GAT,natural,none,GNNExplainer,8928,3,0.9938345864661653,0.5263157894736842,0.0,,1.0,0.0,31
GAT,natural,none,GNNExplainer,8126,1,0.9640601503759397,0.6363636363636364,0.0,,1.0,0.0,47
GAT,natural,none,GNNExplainer,9149,3,0.9837593984962405,0.5333333333333333,0.0,,1.0,0.0,34
GAT,natural,none,GNNExplainer,8081,1,0.9869172932330826,0.5217391304347826,1.0,,1.0,1.0,38
GAT,natural,none,GNNExplainer,9425,4,0.9780451127819546,0.5294117647058824,1.0,,1.0,0.0,31
GAT,natural,none,GNNExplainer,8558,2,0.9744360902255638,0.5,0.0,,1.0,1.0,20
GAT,natural,none,GNNExplainer,9389,4,0.9630075187969924,0.525,1.0,,1.0,0.0,40
GAT,natural,none,GNNExplainer,9141,3,0.9915789473684209,0.5333333333333333,0.0,,1.0,0.0,30
GAT,natural,none,PGExplainer,8073,1,,0.5652173913043478,,,,,35
GAT,natural,none,PGExplainer,8053,1,,0.045454545454545456,,,,,83
GAT,natural,none,PGExplainer,9065,3,,0.5526315789473685,,,,,33
GAT,natural,none,PGExplainer,8340,1,,0.38636363636363635,,,,,32
GAT,natural,none,PGExplainer,8291,1,,0.625,,,,,30
GAT,natural,none,PGExplainer,8224,1,,0.35714285714285715,,,,,36
GAT,natural,none,PGExplainer,9293,4,,0.43333333333333335,,,,,36
GAT,natural,none,PGExplainer,9442,4,,0.45,,,,,30
GAT,natural,none,PGExplainer,9540,4,,0.36666666666666664,,,,,32
GAT,natural,none,PGExplainer,9455,4,,0.6,,,,,36
GAT,natural,none,PGExplainer,8307,1,,0.375,,,,,35
GAT,natural,none,PGExplainer,9385,4,,0.55,,,,,35
GAT,natural,none,PGExplainer,9399,4,,0.6388888888888888,,,,,28
GAT,natural,none,PGExplainer,9468,4,,0.5,,,,,33
GAT,natural,none,PGExplainer,8260,1,,0.42105263157894735,,,,,28
GAT,natural,none,PGExplainer,9488,4,,0.0,,,,,67
GAT,natural,none,PGExplainer,8087,1,,0.45652173913043476,,,,,35
GAT,natural,none,PGExplainer,8344,1,,0.5227272727272727,,,,,29
GAT,natural,none,PGExplainer,8259,1,,0.42105263157894735,,,,,28
GAT,natural,none,PGExplainer,9313,4,,0.47058823529411764,,,,,32
GAT,natural,none,PGExplainer,9438,4,,0.47058823529411764,,,,,32
GAT,natural,none,PGExplainer,8950,3,,0.4666666666666667,,,,,29
GAT,natural,none,PGExplainer,8928,3,,0.5263157894736842,,,,,31
GAT,natural,none,PGExplainer,8126,1,,0.0,,,,,47
GAT,natural,none,PGExplainer,9149,3,,0.5,,,,,34
GAT,natural,none,PGExplainer,8081,1,,0.4782608695652174,,,,,38
GAT,natural,none,PGExplainer,9425,4,,0.4411764705882353,,,,,31
GAT,natural,none,PGExplainer,8558,2,,0.25,,,,,20
GAT,natural,none,PGExplainer,9389,4,,0.45,,,,,40
GAT,natural,none,PGExplainer,9141,3,,0.7,,,,,30
GAT,natural,none,GNNShap,8073,1,0.9923308270676691,,0.0,0.967149066506017,,,35
GAT,natural,none,GNNShap,8053,1,0.8739849624060149,,0.0,0.9813938576425715,,,83
GAT,natural,none,GNNShap,9065,3,0.9780451127819548,,0.0,0.9461359961645288,,,33
GAT,natural,none,GNNShap,8340,1,0.9858646616541351,,0.0,0.9589550281599056,,,32
GAT,natural,none,GNNShap,8291,1,0.986766917293233,,0.0,0.9526094587982545,,,30
GAT,natural,none,GNNShap,8224,1,0.9840601503759396,,0.0,0.9240908834467032,,,36
GAT,natural,none,GNNShap,9293,4,0.9849624060150376,,0.0,0.8855582781053837,,,36
GAT,natural,none,GNNShap,9442,4,0.9356390977443608,,0.0,0.9240550148377643,,,30
GAT,natural,none,GNNShap,9540,4,0.9470676691729322,,1.0,0.897782491452519,,,32
GAT,natural,none,GNNShap,9455,4,0.9457142857142855,,0.0,0.8744304440060449,,,36
GAT,natural,none,GNNShap,8307,1,0.9478195488721803,,0.0,0.9198165199035181,,,35
GAT,natural,none,GNNShap,9385,4,0.9756390977443609,,1.0,0.9610848860239924,,,35
GAT,natural,none,GNNShap,9399,4,0.9828571428571429,,0.0,0.9043666798481459,,,28
GAT,natural,none,GNNShap,9468,4,0.9827067669172932,,0.0,0.9175059458921055,,,33
GAT,natural,none,GNNShap,8260,1,0.9766917293233082,,0.0,0.9222430411309169,,,28
GAT,natural,none,GNNShap,9488,4,0.9081203007518797,,0.0,0.9913218208371033,,,67
GAT,natural,none,GNNShap,8087,1,0.9918796992481201,,0.0,0.9237884909153117,,,35
GAT,natural,none,GNNShap,8344,1,0.9857142857142855,,0.0,0.90723435383458,,,29
GAT,natural,none,GNNShap,8259,1,0.9821052631578946,,0.0,0.9288977678809605,,,28
GAT,natural,none,GNNShap,9313,4,0.9368421052631579,,0.0,0.9589863120698265,,,32
GAT,natural,none,GNNShap,9438,4,0.9816541353383459,,1.0,0.9221135344184954,,,32
GAT,natural,none,GNNShap,8950,3,0.9628571428571429,,0.0,0.9665619393449525,,,29
GAT,natural,none,GNNShap,8928,3,0.9730827067669173,,0.0,0.9580662231868693,,,31
GAT,natural,none,GNNShap,8126,1,0.9783458646616541,,0.0,0.9511785580461906,,,47
GAT,natural,none,GNNShap,9149,3,0.963157894736842,,0.0,0.9509833336602849,,,34
GAT,natural,none,GNNShap,8081,1,0.988721804511278,,0.0,0.9345922994277375,,,38
GAT,natural,none,GNNShap,9425,4,0.959097744360902,,1.0,0.9009842512425801,,,31
GAT,natural,none,GNNShap,8558,2,0.9888721804511278,,0.0,0.8849755638628347,,,20
GAT,natural,none,GNNShap,9389,4,0.9553383458646616,,1.0,0.9172867104390816,,,40
GAT,natural,none,GNNShap,9141,3,0.9800000000000001,,0.0,0.9611497688684377,,,30
GAT,natural,class_weighting,GNNExplainer,8355,1,0.9685714285714285,0.6818181818181818,0.0,,1.0,0.0,38
GAT,natural,class_weighting,GNNExplainer,9420,4,0.985563909774436,0.5384615384615384,0.0,,1.0,0.0,32
GAT,natural,class_weighting,GNNExplainer,8224,1,0.9784962406015036,0.5476190476190477,0.0,,1.0,0.0,36
GAT,natural,class_weighting,GNNExplainer,8950,3,0.9678195488721804,0.5333333333333333,0.0,,1.0,0.0,29
GAT,natural,class_weighting,GNNExplainer,8687,2,0.943157894736842,0.5,0.0,,1.0,0.0,30
GAT,natural,class_weighting,GNNExplainer,8566,2,0.9625563909774437,0.5,0.0,,1.0,0.0,18
GAT,natural,class_weighting,GNNExplainer,9282,4,0.9809022556390976,0.5666666666666667,1.0,,1.0,0.0,26
GAT,natural,class_weighting,GNNExplainer,8536,2,0.9631578947368421,0.375,0.0,,1.0,0.0,21
GAT,natural,class_weighting,GNNExplainer,8053,1,0.9300751879699247,0.6818181818181818,0.0,,1.0,0.0,83
GAT,natural,class_weighting,GNNExplainer,8399,2,0.9212030075187968,0.3333333333333333,0.0,,1.0,0.0,20
GAT,natural,class_weighting,GNNExplainer,8716,2,0.9178947368421053,0.375,0.0,,1.0,0.0,23
GAT,natural,class_weighting,GNNExplainer,9468,4,0.9781954887218044,0.575,1.0,,1.0,0.0,33
GAT,natural,class_weighting,GNNExplainer,8147,1,0.9833082706766916,0.5294117647058824,1.0,,1.0,0.0,28
GAT,natural,class_weighting,GNNExplainer,9495,4,0.9840601503759399,0.5666666666666667,1.0,,1.0,0.0,26
GAT,natural,class_weighting,GNNExplainer,9259,4,0.9781954887218045,0.5416666666666666,1.0,,1.0,0.0,26
GAT,natural,class_weighting,GNNExplainer,8335,1,0.9621052631578946,0.5476190476190477,1.0,,1.0,0.0,33
GAT,natural,class_weighting,GNNExplainer,8226,1,0.9914285714285713,0.5238095238095238,1.0,,1.0,0.0,33
GAT,natural,class_weighting,GNNExplainer,8029,1,0.9795488721804512,0.5454545454545454,1.0,,1.0,0.0,25
GAT,natural,class_weighting,GNNExplainer,9313,4,0.9863157894736843,0.5294117647058824,1.0,,1.0,0.0,32
GAT,natural,class_weighting,GNNExplainer,9366,4,0.9790977443609021,0.5384615384615384,1.0,,1.0,0.0,27
GAT,natural,class_weighting,GNNExplainer,8564,2,0.9572932330827066,0.5,0.0,,1.0,0.0,19
GAT,natural,class_weighting,GNNExplainer,9343,4,0.9733834586466162,0.65,1.0,,1.0,0.0,32
GAT,natural,class_weighting,GNNExplainer,9488,4,0.957142857142857,0.7333333333333333,0.0,,1.0,0.0,67
GAT,natural,class_weighting,GNNExplainer,8445,2,0.9742857142857142,0.375,1.0,,1.0,0.0,31
GAT,natural,class_weighting,GNNExplainer,8331,1,0.980751879699248,0.5952380952380952,1.0,,1.0,0.0,30
GAT,natural,class_weighting,GNNExplainer,9460,4,0.9790977443609021,0.525,1.0,,1.0,0.0,35
GAT,natural,class_weighting,GNNExplainer,9466,4,0.9792481203007517,0.525,1.0,,1.0,0.0,38
GAT,natural,class_weighting,GNNExplainer,8472,2,0.9825563909774434,0.25,1.0,,1.0,0.0,13
GAT,natural,class_weighting,GNNExplainer,8270,1,0.993984962406015,0.5333333333333333,1.0,,1.0,0.0,25
GAT,natural,class_weighting,GNNExplainer,9121,3,0.976842105263158,0.5416666666666666,0.0,,1.0,0.0,26
GAT,natural,class_weighting,PGExplainer,8355,1,,0.2727272727272727,,,,,38
GAT,natural,class_weighting,PGExplainer,9420,4,,0.2692307692307692,,,,,32
GAT,natural,class_weighting,PGExplainer,8224,1,,0.47619047619047616,,,,,36
GAT,natural,class_weighting,PGExplainer,8950,3,,0.7,,,,,29
GAT,natural,class_weighting,PGExplainer,8687,2,,0.5,,,,,30
GAT,natural,class_weighting,PGExplainer,8566,2,,0.5,,,,,18
GAT,natural,class_weighting,PGExplainer,9282,4,,0.7333333333333333,,,,,26
GAT,natural,class_weighting,PGExplainer,8536,2,,0.375,,,,,21
GAT,natural,class_weighting,PGExplainer,8053,1,,0.09090909090909091,,,,,83
GAT,natural,class_weighting,PGExplainer,8399,2,,0.5,,,,,20
GAT,natural,class_weighting,PGExplainer,8716,2,,0.5,,,,,23
GAT,natural,class_weighting,PGExplainer,9468,4,,0.375,,,,,33
GAT,natural,class_weighting,PGExplainer,8147,1,,0.7058823529411765,,,,,28
GAT,natural,class_weighting,PGExplainer,9495,4,,0.8666666666666667,,,,,26
GAT,natural,class_weighting,PGExplainer,9259,4,,0.8333333333333334,,,,,26
GAT,natural,class_weighting,PGExplainer,8335,1,,0.5238095238095238,,,,,33
GAT,natural,class_weighting,PGExplainer,8226,1,,0.4523809523809524,,,,,33
GAT,natural,class_weighting,PGExplainer,8029,1,,0.8181818181818182,,,,,25
GAT,natural,class_weighting,PGExplainer,9313,4,,0.4411764705882353,,,,,32
GAT,natural,class_weighting,PGExplainer,9366,4,,0.6153846153846154,,,,,27
GAT,natural,class_weighting,PGExplainer,8564,2,,0.625,,,,,19
GAT,natural,class_weighting,PGExplainer,9343,4,,0.625,,,,,32
GAT,natural,class_weighting,PGExplainer,9488,4,,0.4666666666666667,,,,,67
GAT,natural,class_weighting,PGExplainer,8445,2,,0.375,,,,,31
GAT,natural,class_weighting,PGExplainer,8331,1,,0.5714285714285714,,,,,30
GAT,natural,class_weighting,PGExplainer,9460,4,,0.5,,,,,35
GAT,natural,class_weighting,PGExplainer,9466,4,,0.25,,,,,38
GAT,natural,class_weighting,PGExplainer,8472,2,,0.5,,,,,13
GAT,natural,class_weighting,PGExplainer,8270,1,,0.4000000000000001,,,,,25
GAT,natural,class_weighting,PGExplainer,9121,3,,0.4166666666666667,,,,,26
GAT,natural,class_weighting,GNNShap,8355,1,0.9293233082706764,,0.0,0.9886812854489735,,,38
GAT,natural,class_weighting,GNNShap,9420,4,0.9252631578947366,,1.0,0.9362553396578092,,,32
GAT,natural,class_weighting,GNNShap,8224,1,0.9736842105263157,,0.0,0.9432093775988404,,,36
GAT,natural,class_weighting,GNNShap,8950,3,0.8503759398496241,,0.0,0.9513064406223295,,,29
GAT,natural,class_weighting,GNNShap,8687,2,0.9861654135338345,,1.0,0.9660574578374155,,,30
GAT,natural,class_weighting,GNNShap,8566,2,0.9663157894736841,,1.0,0.8763573575936758,,,18
