architecture,scenario,node,node_typ,spearman,plaus_f1,plaus_prec,plaus_rec,plaus_feat,sub_n_nodes,sub_n_edges
TAGCN,1:1,8336,1,0.8192481203007519,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,30,68
TAGCN,1:1,8404,2,0.7824060150375939,0.25,0.25,0.25,1.0,25,48
TAGCN,1:1,9133,3,0.6757894736842104,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,31,60
TAGCN,1:1,8107,1,0.49413533834586465,0.2826086956521739,0.2826086956521739,0.2826086956521739,1.0,83,174
TAGCN,1:1,8053,1,0.5039097744360903,0.25,0.25,0.25,1.0,83,176
TAGCN,1:1,8285,1,0.7972932330827066,0.4230769230769231,0.4230769230769231,0.4230769230769231,1.0,27,60
TAGCN,1:1,8346,1,0.6393984962406015,0.6590909090909091,0.6590909090909091,0.6590909090909091,1.0,35,80
TAGCN,1:1,8749,2,0.8657142857142857,0.5,0.5,0.5,1.0,19,36
TAGCN,1:1,8900,3,0.6960902255639096,0.3181818181818182,0.3181818181818182,0.3181818181818182,1.0,102,202
TAGCN,1:1,8716,2,0.6442105263157893,0.25,0.25,0.25,1.0,23,44
TAGCN,1:1,8270,1,0.9478195488721803,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,25,58
TAGCN,1:1,8635,2,0.9772932330827068,0.0,0.0,0.0,0.0,23,44
TAGCN,1:1,8937,3,0.6348872180451127,0.5263157894736842,0.5263157894736842,0.5263157894736842,1.0,38,74
TAGCN,1:1,9042,3,0.9030075187969924,0.6176470588235294,0.6176470588235294,0.6176470588235294,1.0,36,70
TAGCN,1:1,9405,4,0.7810526315789473,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,30,58
TAGCN,1:1,9313,4,0.8763909774436088,0.5,0.5,0.5,1.0,32,62
TAGCN,1:1,8209,1,0.8625563909774435,0.7045454545454546,0.7045454545454546,0.7045454545454546,1.0,25,60
TAGCN,1:1,8029,1,0.929624060150376,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,25,52
TAGCN,1:1,9184,3,0.7795488721804511,0.46875,0.46875,0.46875,1.0,35,68
TAGCN,1:1,9128,3,0.8375939849624059,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,31,60
TAGCN,1:1,8745,2,0.643157894736842,0.625,0.625,0.625,1.0,21,40
TAGCN,1:1,9462,4,0.8482706766917293,0.625,0.625,0.625,1.0,33,66
TAGCN,1:1,9389,4,0.9410526315789471,0.675,0.675,0.675,1.0,40,78
TAGCN,1:1,8521,2,0.6613533834586465,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,23,44
TAGCN,1:1,9471,4,0.9469172932330825,0.7250000000000001,0.725,0.725,1.0,33,66
TAGCN,1:1,8333,1,0.9097744360902255,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,33,76
TAGCN,1:1,8665,2,0.5133834586466165,0.5,0.5,0.5,1.0,19,36
TAGCN,1:10,8226,1,0.96,0.6190476190476191,0.6190476190476191,0.6190476190476191,1.0,33,74
TAGCN,1:10,8053,1,0.5063157894736843,0.25,0.25,0.25,1.0,83,176
TAGCN,1:10,9011,3,0.9842105263157894,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,27,54
TAGCN,1:10,8604,2,0.6434586466165413,0.5,0.5,0.5,1.0,20,38
TAGCN,1:10,8270,1,0.942406015037594,0.6,0.6,0.6,1.0,25,58
TAGCN,1:10,8147,1,0.9072180451127817,0.23529411764705882,0.23529411764705882,0.23529411764705882,1.0,28,62
TAGCN,1:10,9471,4,0.9046616541353384,0.7,0.7,0.7,1.0,33,66
TAGCN,1:10,8863,2,0.8317293233082704,0.5,0.5,0.5,1.0,20,38
TAGCN,1:10,9468,4,0.8404511278195488,0.6,0.6,0.6,1.0,33,66
TAGCN,1:10,9405,4,0.8694736842105263,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.0,30,58
TAGCN,1:10,8634,2,0.7336842105263157,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,24,46
TAGCN,1:10,8107,1,0.49954887218045113,0.30434782608695654,0.30434782608695654,0.30434782608695654,1.0,83,174
TAGCN,1:10,8716,2,0.7276691729323308,0.5,0.5,0.5,1.0,23,44
TAGCN,1:10,9495,4,0.963157894736842,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,26,50
TAGCN,1:10,9287,4,0.9034586466165413,0.5,0.5,0.5,1.0,38,74
TAGCN,1:10,8331,1,0.5917293233082705,0.5476190476190477,0.5476190476190477,0.5476190476190477,1.0,30,72
TAGCN,1:10,8029,1,0.9354887218045113,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,25,52
TAGCN,1:10,8463,2,0.868421052631579,0.5,0.5,0.5,1.0,22,44
TAGCN,1:10,8285,1,0.9264661654135338,0.5,0.5,0.5,1.0,27,60
TAGCN,1:10,9128,3,0.936390977443609,0.6,0.6,0.6,1.0,31,60
TAGCN,1:10,8224,1,0.796390977443609,0.5238095238095238,0.5238095238095238,0.5238095238095238,1.0,36,80
TAGCN,1:10,9141,3,0.917593984962406,0.6,0.6,0.6,1.0,30,58
TAGCN,1:10,9464,4,0.8547368421052631,0.625,0.625,0.625,0.0,36,72
TAGCN,1:10,8461,2,0.8642105263157894,0.625,0.625,0.625,1.0,20,38
TAGCN,1:10,8950,3,0.8312781954887217,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,29,56
TAGCN,1:10,8333,1,0.9690225563909773,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,33,76
TAGCN,1:10,8717,2,0.7732330827067668,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,21,40
TAGCN,1:10,8746,2,0.5547368421052631,0.625,0.625,0.625,1.0,21,40
TAGCN,1:10,8265,1,0.9210526315789475,0.47368421052631576,0.47368421052631576,0.47368421052631576,1.0,34,76
TAGCN,1:10,9407,4,0.8183458646616542,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,40,78
TAGCN,1:50,8331,1,0.844812030075188,0.5476190476190477,0.5476190476190477,0.5476190476190477,1.0,30,72
TAGCN,1:50,9122,3,0.9454135338345864,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.0,32,62
TAGCN,1:50,8400,2,0.9747368421052631,0.25,0.25,0.25,0.0,17,32
TAGCN,1:50,9457,4,0.9545864661654135,0.375,0.375,0.375,0.0,34,68
TAGCN,1:50,8541,2,0.9903759398496239,0.0,0.0,0.0,0.0,24,46
TAGCN,1:50,8575,2,0.7554887218045112,0.375,0.375,0.375,1.0,27,52
TAGCN,1:50,8560,2,0.8930827067669173,0.375,0.375,0.375,1.0,27,52
TAGCN,1:50,9011,3,0.9533834586466163,0.17857142857142858,0.17857142857142858,0.17857142857142858,1.0,27,54
TAGCN,1:50,8058,1,0.9652631578947368,0.4090909090909091,0.4090909090909091,0.4090909090909091,1.0,33,72
TAGCN,1:50,9464,4,0.9693233082706765,0.3,0.3,0.3,0.0,36,72
TAGCN,1:50,8982,3,0.9858646616541353,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,32,62
TAGCN,1:50,9238,4,0.9721804511278196,0.25,0.25,0.25,0.0,39,76
TAGCN,1:50,9460,4,0.9270676691729323,0.5,0.5,0.5,0.0,35,70
TAGCN,1:50,8365,1,0.9481203007518795,0.5,0.5,0.5,1.0,29,62
TAGCN,1:50,9272,4,0.9190977443609022,0.7083333333333334,0.7083333333333334,0.7083333333333334,1.0,33,64
TAGCN,1:50,8556,2,0.9344360902255637,0.5,0.5,0.5,1.0,25,48
TAGCN,1:50,9128,3,0.9154887218045111,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,31,60
TAGCN,1:50,9129,3,0.917593984962406,0.6,0.6,0.6,1.0,34,66
TAGCN,1:50,8320,1,0.9237593984962406,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,31,66
TAGCN,1:50,9420,4,0.9667669172932329,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0,32,62
TAGCN,1:50,8051,1,0.9690225563909773,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,32,72
TAGCN,1:50,8130,1,0.8621052631578948,0.6818181818181818,0.6818181818181818,0.6818181818181818,1.0,19,42
TAGCN,1:50,8107,1,0.5451127819548871,0.30434782608695654,0.30434782608695654,0.30434782608695654,1.0,83,174
TAGCN,1:50,8228,1,0.9840601503759399,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,41,90
TAGCN,1:50,9010,3,0.9750375939849624,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,67,136
TAGCN,1:50,8507,2,0.9527819548872178,0.25,0.25,0.25,0.0,17,32
TAGCN,1:50,8094,1,0.7957894736842104,0.58,0.58,0.58,1.0,32,82
TAGCN,1:50,8722,2,0.8750375939849624,0.625,0.625,0.625,1.0,22,42
TAGCN,1:50,8835,2,0.9381954887218044,0.5,0.5,0.5,1.0,24,46
TAGCN,1:50,8564,2,0.9837593984962405,0.0,0.0,0.0,0.0,19,36
