graph_seed,architecture,scenario,balancing,model_seed,explainer,node,node_typ,spearman,plaus_edge,plaus_feat,shap_conc,fid_plus,fid_minus,sub_n_nodes
0,GraphSAGE,1:1,none,42,GNNShap,8333,1,0.9729323308270675,,0.0,0.9746709984794659,0.005187034606933594,0.9765769243240356,33
0,GraphSAGE,1:1,none,42,GNNShap,8937,3,0.9648120300751877,,0.0,0.9674196511810969,0.0011399388313293457,0.9999212026596069,38
0,GraphSAGE,1:1,none,42,GNNShap,8209,1,0.9669172932330825,,0.0,0.985536194869189,0.19831842184066772,0.508823037147522,25
0,GraphSAGE,1:1,none,42,GNNShap,8803,2,0.9759398496240601,,1.0,0.9499994469331797,0.6802874803543091,0.708056628704071,17
0,GraphSAGE,1:1,none,42,GNNShap,8825,2,0.9207518796992481,,1.0,0.9781129247433693,0.8667622208595276,-0.10733813047409058,26
0,GraphSAGE,1:1,none,42,GNNShap,8687,2,0.9858646616541353,,1.0,0.9691164726133797,0.9969953298568726,-0.00019341707229614258,30
0,GraphSAGE,1:1,none,42,GNNShap,8029,1,0.9769924812030073,,0.0,0.9578031172244457,0.9645131230354309,-0.022689104080200195,25
0,GraphSAGE,1:1,none,42,GNNShap,8556,2,0.9613533834586464,,0.0,0.9685027483221906,0.9959512948989868,0.003977596759796143,25
0,GraphSAGE,1:1,none,42,GNNShap,8226,1,0.9834586466165411,,0.0,0.9577006056958842,0.007918834686279297,0.9402897357940674,33
0,GraphSAGE,1:1,none,42,GNNShap,8604,2,0.9581954887218045,,1.0,0.9850844917088277,0.9992270469665527,-0.0003229379653930664,20
0,GraphSAGE,1:1,none,42,GNNShap,9462,4,0.9750375939849623,,0.0,0.9617384904477898,0.017282545566558838,0.17480778694152832,33
0,GraphSAGE,1:1,none,42,GNNShap,8521,2,0.936390977443609,,1.0,0.9754399230554416,0.9991934299468994,-0.00010526180267333984,23
0,GraphSAGE,1:1,none,42,GNNShap,9442,4,0.9706766917293231,,0.0,0.8993198119185974,0.9965300559997559,-0.0026784539222717285,30
0,GraphSAGE,1:1,none,42,GNNShap,9096,3,0.9157894736842105,,0.0,0.9840475992334948,0.9973680377006531,4.0650367736816406e-05,34
0,GraphSAGE,1:1,none,42,GNNShap,8647,2,0.9341353383458646,,0.0,0.989666756299639,0.9268616437911987,0.26196855306625366,21
0,GraphSAGE,1:1,none,42,GNNShap,8698,2,0.9717293233082707,,1.0,0.9702462663456275,0.9945032596588135,-0.0020884275436401367,18
0,GraphSAGE,1:1,none,43,GNNExplainer,9141,3,0.921954887218045,0.5,0.0,,0.5318413376808167,-0.0021017789840698242,30
0,GraphSAGE,1:1,none,43,GNNExplainer,8053,1,0.48451127819548867,0.36363636363636365,1.0,,0.0,0.0,83
0,GraphSAGE,1:1,none,43,GNNExplainer,8265,1,0.8675187969924811,0.47368421052631576,1.0,,0.15765225887298584,-1.0728836059570312e-05,34
0,GraphSAGE,1:1,none,43,GNNExplainer,8270,1,0.9566917293233083,0.4666666666666667,0.0,,0.9579499959945679,-0.0013956427574157715,25
0,GraphSAGE,1:1,none,43,GNNExplainer,8107,1,0.47804511278195483,0.391304347826087,1.0,,0.0,0.0,83
0,GraphSAGE,1:1,none,43,GNNExplainer,8285,1,0.9418045112781954,0.4230769230769231,1.0,,0.9979979395866394,-0.001680135726928711,27
