architecture,scenario,node,node_typ,spearman,plaus_f1,plaus_prec,plaus_rec,plaus_feat,sub_n_nodes,sub_n_edges
GraphSAGE,1:1,8604,2,0.8666165413533834,0.375,0.375,0.375,1.0,20,38
GraphSAGE,1:1,9462,4,0.8965413533834585,0.575,0.575,0.575,0.0,33,66
GraphSAGE,1:1,8521,2,0.9076691729323307,0.5,0.5,0.5,1.0,23,44
GraphSAGE,1:1,9442,4,0.9213533834586464,0.3,0.3,0.3,1.0,30,58
GraphSAGE,1:1,9096,3,0.78796992481203,0.5,0.5,0.5,0.0,34,66
GraphSAGE,1:1,8647,2,0.9290225563909773,0.0,0.0,0.0,1.0,21,40
GraphSAGE,1:1,8698,2,0.9070676691729324,0.5,0.5,0.5,1.0,18,34
GraphSAGE,1:10,8897,3,0.8712781954887218,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,35,68
GraphSAGE,1:10,8722,2,0.9676691729323308,0.5,0.5,0.5,1.0,22,42
GraphSAGE,1:10,8482,2,0.9669172932330827,0.0,0.0,0.0,1.0,17,32
GraphSAGE,1:10,9328,4,0.939548872180451,0.35,0.35,0.35,0.0,28,58
GraphSAGE,1:10,8270,1,0.9607518796992481,0.5,0.5,0.5,0.0,25,58
GraphSAGE,1:10,8053,1,0.4950375939849624,0.36363636363636365,0.36363636363636365,0.36363636363636365,1.0,83,176
GraphSAGE,1:10,8533,2,0.9596992481203008,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,19,36
GraphSAGE,1:10,8740,2,0.9378947368421052,0.625,0.625,0.625,1.0,23,44
GraphSAGE,1:10,8802,2,0.9181954887218045,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,19,36
GraphSAGE,1:10,8147,1,0.939548872180451,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,28,62
GraphSAGE,1:10,8029,1,0.9669172932330827,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.0,25,52
GraphSAGE,1:10,8445,2,0.96,0.5,0.5,0.5,1.0,31,60
GraphSAGE,1:10,8224,1,0.7317293233082707,0.5476190476190477,0.5476190476190477,0.5476190476190477,0.0,36,80
GraphSAGE,1:10,8863,2,0.940751879699248,0.625,0.625,0.625,1.0,20,38
GraphSAGE,1:10,8529,2,0.9451127819548871,0.375,0.375,0.375,1.0,23,44
GraphSAGE,1:10,8226,1,0.8646616541353384,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.0,33,74
GraphSAGE,1:10,8560,2,0.9342857142857142,0.375,0.375,0.375,1.0,27,52
GraphSAGE,1:10,9000,3,0.9497744360902255,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,32,62
GraphSAGE,1:10,9287,4,0.870827067669173,0.3,0.3,0.3,0.0,38,74
GraphSAGE,1:10,8647,2,0.8735338345864662,0.0,0.0,0.0,1.0,21,40
GraphSAGE,1:10,9203,3,0.847218045112782,0.55,0.55,0.55,0.0,21,42
GraphSAGE,1:10,9443,4,0.8936842105263159,0.3,0.3,0.3,0.0,27,52
GraphSAGE,1:10,9316,4,0.8180451127819548,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,31,60
GraphSAGE,1:10,8107,1,0.5028571428571428,0.391304347826087,0.391304347826087,0.391304347826087,1.0,83,174
GraphSAGE,1:10,8687,2,0.9500751879699246,0.625,0.625,0.625,1.0,30,58
GraphSAGE,1:10,9142,3,0.9473684210526316,0.5,0.5,0.5,1.0,75,148
GraphSAGE,1:10,9362,4,0.9357894736842105,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0,25,48
GraphSAGE,1:10,8319,1,0.9073684210526316,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,23,50
GraphSAGE,1:10,9238,4,0.8160902255639098,0.5,0.5,0.5,0.0,39,76
GraphSAGE,1:10,8468,2,0.9210526315789472,0.5,0.5,0.5,1.0,27,52
GraphSAGE,1:50,9141,3,0.8553383458646616,0.5,0.5,0.5,1.0,30,58
GraphSAGE,1:50,9340,4,0.7783458646616542,0.55,0.55,0.55,0.0,34,66
GraphSAGE,1:50,8101,1,0.8867669172932329,0.58,0.58,0.58,0.0,33,82
GraphSAGE,1:50,8206,1,0.9745864661654136,0.5227272727272727,0.5227272727272727,0.5227272727272727,0.0,34,78
GraphSAGE,1:50,8746,2,0.9368421052631577,0.5,0.5,0.5,1.0,21,40
GraphSAGE,1:50,8825,2,0.9723308270676692,0.5,0.5,0.5,0.0,26,50
GraphSAGE,1:50,8747,2,0.936390977443609,0.25,0.25,0.25,1.0,19,36
GraphSAGE,1:50,9417,4,0.9147368421052631,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.0,34,66
GraphSAGE,1:50,9354,4,0.9156390977443607,0.525,0.525,0.525,0.0,35,68
GraphSAGE,1:50,8950,3,0.9458646616541351,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.0,29,56
GraphSAGE,1:50,9120,3,0.9413533834586467,0.4583333333333333,0.4583333333333333,0.4583333333333333,1.0,30,58
GraphSAGE,1:50,8335,1,0.9180451127819547,0.5476190476190477,0.5476190476190477,0.5476190476190477,0.0,33,76
GraphSAGE,1:50,9008,3,0.8651127819548871,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,33,64
GraphSAGE,1:50,8850,2,0.9688721804511278,0.5,0.5,0.5,1.0,24,48
GraphSAGE,1:50,8228,1,0.9706766917293234,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,41,90
GraphSAGE,1:50,8314,1,0.9479699248120301,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,32,68
GraphSAGE,1:50,8213,1,0.9347368421052631,0.5681818181818182,0.5681818181818182,0.5681818181818182,0.0,32,74
GraphSAGE,1:50,8138,1,0.9584962406015037,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.0,33,72
GraphSAGE,1:50,9122,3,0.9536842105263157,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,32,62
GraphSAGE,1:50,8560,2,0.9557894736842105,0.25,0.25,0.25,1.0,27,52
GraphSAGE,1:50,9362,4,0.9488721804511278,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0,25,48
GraphSAGE,1:50,8058,1,0.9314285714285713,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,33,72
GraphSAGE,1:50,9382,4,0.9213533834586466,0.525,0.525,0.525,0.0,35,68
GraphSAGE,1:50,8279,1,0.9010526315789473,0.5,0.5,0.5,0.0,21,48
GraphSAGE,1:50,9321,4,0.9380451127819548,0.5,0.5,0.5,0.0,32,62
GraphSAGE,1:50,9540,4,0.8666165413533834,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,32,62
GraphSAGE,1:50,8123,1,0.908270676691729,0.6304347826086957,0.6304347826086957,0.6304347826086957,0.0,31,70
GraphSAGE,1:50,8130,1,0.9682706766917291,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,19,42
GraphSAGE,1:50,8087,1,0.7813533834586466,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.0,35,80
GraphSAGE,1:50,9459,4,0.9539849624060149,0.525,0.525,0.525,0.0,35,70
GAT,1:1,8355,1,0.9678195488721804,0.6818181818181818,0.6818181818181818,0.6818181818181818,1.0,38,80
GAT,1:1,9420,4,0.9633082706766917,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.0,32,62
GAT,1:1,8224,1,0.9628571428571426,0.5476190476190477,0.5476190476190477,0.5476190476190477,0.0,36,80
GAT,1:1,8950,3,0.9696240601503758,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,29,56
GAT,1:1,8698,2,0.9490225563909773,0.5,0.5,0.5,0.0,18,34
GAT,1:1,8571,2,0.9430075187969924,0.5,0.5,0.5,0.0,16,30
GAT,1:1,9282,4,0.9771428571428571,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,26,50
GAT,1:1,8541,2,0.9545864661654134,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,24,46
GAT,1:1,8053,1,0.9715789473684209,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.0,83,176
GAT,1:1,8399,2,0.9598496240601502,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,20,38
GAT,1:1,8722,2,0.9670676691729321,0.5,0.5,0.5,0.0,22,42
GAT,1:1,9468,4,0.9760902255639097,0.575,0.575,0.575,1.0,33,66
GAT,1:1,8147,1,0.9911278195488722,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,28,62
GAT,1:1,9495,4,0.989624060150376,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,26,50
GAT,1:1,9259,4,0.9568421052631578,0.5416666666666666,0.5416666666666666,0.5416666666666666,1.0,26,50
GAT,1:1,8335,1,0.9833082706766916,0.5476190476190477,0.5476190476190477,0.5476190476190477,1.0,33,76
GAT,1:1,8226,1,0.9858646616541351,0.5238095238095238,0.5238095238095238,0.5238095238095238,1.0,33,74
GAT,1:1,8029,1,0.9839097744360901,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,25,52
GAT,1:1,9313,4,0.981954887218045,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,32,62
GAT,1:1,9366,4,0.9634586466165412,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,27,52
GAT,1:1,8564,2,0.933533834586466,0.5,0.5,0.5,0.0,19,36
GAT,1:1,9343,4,0.9873684210526313,0.65,0.65,0.65,1.0,32,62
GAT,1:1,9488,4,0.9705263157894738,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,67,134
GAT,1:1,8445,2,0.9380451127819548,0.375,0.375,0.375,0.0,31,60
GAT,1:1,8331,1,0.9726315789473684,0.5952380952380952,0.5952380952380952,0.5952380952380952,1.0,30,72
GAT,1:1,9460,4,0.9798496240601503,0.525,0.525,0.525,1.0,35,70
GAT,1:1,9466,4,0.963609022556391,0.525,0.525,0.525,1.0,38,76
GAT,1:1,8477,2,0.9762406015037592,0.5,0.5,0.5,0.0,24,46
GAT,1:1,8270,1,0.978345864661654,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,25,58
GAT,1:1,9121,3,0.9733834586466166,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,26,50
GAT,1:10,8073,1,0.9858646616541351,0.5652173913043478,0.5652173913043478,0.5652173913043478,1.0,35,80
GAT,1:10,8053,1,0.9559398496240601,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,83,176
GAT,1:10,9065,3,0.9906766917293233,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.0,33,64
GAT,1:10,8340,1,0.9816541353383459,0.5681818181818182,0.5681818181818182,0.5681818181818182,0.0,32,74
GAT,1:10,8291,1,0.9839097744360903,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,30,70
GAT,1:10,8224,1,0.9903759398496239,0.5476190476190477,0.5476190476190477,0.5476190476190477,1.0,36,80
GAT,1:10,9293,4,0.949172932330827,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,36,70
GAT,1:10,9442,4,0.978796992481203,0.55,0.55,0.55,1.0,30,58
GAT,1:10,9540,4,0.9490225563909773,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,32,62
GAT,1:10,9455,4,0.9493233082706766,0.525,0.525,0.525,1.0,36,74
GAT,1:10,8307,1,0.9795488721804511,0.625,0.625,0.625,1.0,35,78
GAT,1:10,9385,4,0.9500751879699247,0.55,0.55,0.55,1.0,35,68
GAT,1:10,9399,4,0.9754887218045113,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.0,28,54
GAT,1:10,9468,4,0.9735338345864664,0.575,0.575,0.575,1.0,33,66
GAT,1:10,8260,1,0.9824060150375938,0.5263157894736842,0.5263157894736842,0.5263157894736842,1.0,28,64
GAT,1:10,9488,4,0.9403007518796992,0.7666666666666667,0.7666666666666667,0.7666666666666667,1.0,67,134
GAT,1:10,8087,1,0.9863157894736843,0.5652173913043478,0.5652173913043478,0.5652173913043478,1.0,35,80
GAT,1:10,8344,1,0.97593984962406,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,29,68
GAT,1:10,8259,1,0.9896240601503757,0.5526315789473685,0.5526315789473685,0.5526315789473685,1.0,28,64
GAT,1:10,9313,4,0.9527819548872178,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,32,62
GAT,1:10,9438,4,0.9580451127819547,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,32,62
GAT,1:10,8950,3,0.9769924812030075,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,29,56
GAT,1:10,8928,3,0.9938345864661653,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.0,31,60
GAT,1:10,8126,1,0.9640601503759397,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,47,98
GAT,1:10,9149,3,0.9837593984962405,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,34,66
GAT,1:10,8081,1,0.9869172932330826,0.5217391304347826,0.5217391304347826,0.5217391304347826,1.0,38,86
GAT,1:10,9425,4,0.9780451127819546,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,31,60
GAT,1:10,8558,2,0.9744360902255638,0.5,0.5,0.5,0.0,20,38
GAT,1:10,9389,4,0.9630075187969924,0.525,0.525,0.525,1.0,40,78
GAT,1:10,9141,3,0.9915789473684209,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,30,58
GAT,1:50,9103,3,0.9902255639097742,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,36,70
GAT,1:50,9172,3,0.9969924812030075,0.5208333333333334,0.5208333333333334,0.5208333333333334,1.0,40,78
GAT,1:50,8897,3,0.9839097744360903,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,35,68
GAT,1:50,9176,3,0.9909774436090226,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.0,40,78
GAT,1:50,8921,3,0.995639097744361,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.0,36,70
GAT,1:50,9096,3,0.9885714285714287,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,34,66
GAT,1:50,8900,3,0.983157894736842,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,102,202
GAT,1:50,8899,3,0.9951879699248121,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,38,74
GAT,1:50,9178,3,0.9944360902255639,0.5208333333333334,0.5208333333333334,0.5208333333333334,1.0,39,76
GAT,1:50,8917,3,0.9978947368421054,0.5227272727272727,0.5227272727272727,0.5227272727272727,0.0,39,76
GAT,1:50,9046,3,0.9924812030075187,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,32,62
GAT,1:50,9112,3,0.991127819548872,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,33,64
GAT,1:50,9174,3,0.9938345864661653,0.5208333333333334,0.5208333333333334,0.5208333333333334,1.0,41,80
GAT,1:50,8906,3,0.9936842105263158,0.5227272727272727,0.5227272727272727,0.5227272727272727,1.0,37,72
GAT,1:50,8950,3,0.9924812030075186,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,29,56
GCN,1:1,8398,2,0.9672180451127819,0.25,0.25,0.25,1.0,25,48
GCN,1:1,9405,4,0.9777443609022557,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,30,58
GCN,1:1,8229,1,0.9806015037593984,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,31,70
GCN,1:1,8899,3,0.9839097744360901,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,38,74
GCN,1:1,8694,2,0.964360902255639,0.25,0.25,0.25,1.0,24,46
GCN,1:1,8575,2,0.9667669172932329,0.125,0.125,0.125,0.0,27,52
GCN,1:1,9266,4,0.9933834586466166,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,30,58
GCN,1:1,8558,2,0.946315789473684,0.625,0.625,0.625,1.0,20,38
GCN,1:1,8059,1,0.9730827067669173,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,37,80
GCN,1:1,8423,2,0.9634586466165412,0.5,0.5,0.5,1.0,26,50
GCN,1:1,8716,2,0.9796992481203006,0.25,0.25,0.25,1.0,23,44
GCN,1:1,9462,4,0.9780451127819548,0.575,0.575,0.575,1.0,33,66
GCN,1:1,8164,1,0.9702255639097744,0.55,0.55,0.55,1.0,33,72
GCN,1:1,9488,4,0.9750375939849623,0.8000000000000002,0.8,0.8,0.0,67,134
GCN,1:1,9184,3,0.986315789473684,0.53125,0.53125,0.53125,0.0,35,68
GCN,1:1,8344,1,0.9703759398496239,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,29,68
GCN,1:1,8233,1,0.984812030075188,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,29,66
GCN,1:1,8051,1,0.9663157894736841,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,32,72
GCN,1:1,9276,4,0.9806015037593985,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,26,50
GCN,1:1,9350,4,0.9882706766917293,0.525,0.525,0.525,1.0,36,70
GCN,1:1,8571,2,0.9667669172932329,0.5,0.5,0.5,1.0,16,30
GCN,1:1,9320,4,0.986315789473684,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.0,38,76
GCN,1:1,9471,4,0.9857142857142858,0.525,0.525,0.525,1.0,33,66
GCN,1:1,8461,2,0.980751879699248,0.5,0.5,0.5,1.0,20,38
GCN,1:1,8339,1,0.980751879699248,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.0,28,66
GCN,1:1,9455,4,0.9771428571428571,0.525,0.525,0.525,1.0,36,74
GCN,1:1,9460,4,0.985563909774436,0.525,0.525,0.525,1.0,35,70
GCN,1:1,8519,2,0.9676691729323308,0.25,0.25,0.25,0.0,21,40
GCN,1:1,8285,1,0.9810526315789472,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,27,60
GCN,1:1,9096,3,0.9851127819548872,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.0,34,66
GCN,1:10,8089,1,0.9729323308270678,0.5869565217391305,0.5869565217391305,0.5869565217391305,1.0,34,78
GCN,1:10,8066,1,0.9900751879699247,0.5454545454545454,0.5454545454545454,0.5454545454545454,1.0,36,78
GCN,1:10,9500,4,0.9796992481203007,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,32,62
GCN,1:10,8512,2,0.9807518796992479,0.5,0.5,0.5,1.0,21,40
GCN,1:10,8371,1,0.9774436090225563,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,31,66
GCN,1:10,8687,2,0.9870676691729322,0.375,0.375,0.375,1.0,30,58
GCN,1:10,9381,4,0.9863157894736843,0.525,0.525,0.525,0.0,40,78
GCN,1:10,9273,4,0.9879699248120298,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,73,144
GCN,1:10,9136,3,0.9857142857142855,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,37,72
GCN,1:10,9404,4,0.9864661654135338,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.0,33,64
GCN,1:10,8717,2,0.9771428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,21,40
GCN,1:10,9293,4,0.9888721804511276,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,36,70
GCN,1:10,8347,1,0.9938345864661653,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,29,68
GCN,1:10,9366,4,0.9893233082706766,0.5384615384615384,0.5384615384615384,0.5384615384615384,1.0,27,52
GCN,1:10,8425,2,0.9723308270676692,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,21,40
GCN,1:10,8634,2,0.9769924812030075,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,24,46
GCN,1:10,8101,1,0.988721804511278,0.58,0.58,0.58,0.0,33,82
GCN,1:10,9176,3,0.9849624060150376,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.0,40,78
GCN,1:10,9074,3,0.9795488721804512,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.0,32,62
GCN,1:10,9300,4,0.9864661654135338,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,30,58
GCN,1:10,8331,1,0.9747368421052631,0.5952380952380952,0.5952380952380952,0.5952380952380952,1.0,30,72
GCN,1:10,9133,3,0.9866165413533834,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,31,60
GCN,1:10,8716,2,0.9870676691729322,0.25,0.25,0.25,1.0,23,44
GCN,1:10,8164,1,0.9681203007518796,0.55,0.55,0.55,0.0,33,72
GCN,1:10,8126,1,0.984360902255639,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.0,47,98
GCN,1:10,8094,1,0.9869172932330826,0.6,0.6,0.6,0.0,32,82
GCN,1:10,9354,4,0.9804511278195488,0.525,0.525,0.525,0.0,35,68
GCN,1:10,9405,4,0.9854135338345864,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,30,58
GCN,1:10,9442,4,0.9897744360902253,0.55,0.55,0.55,0.0,30,58
GCN,1:10,9464,4,0.9720300751879698,0.525,0.525,0.525,0.0,36,72
GCN,1:50,8072,1,0.8884210526315789,0.6304347826086957,0.6304347826086957,0.6304347826086957,0.0,82,174
GCN,1:50,9533,4,0.5846616541353382,0.5,0.5,0.5,0.0,69,138
GCN,1:50,8346,1,0.9806015037593985,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,35,80
GCN,1:50,8053,1,0.8658646616541352,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.0,83,176
GCN,1:50,9008,3,0.9810526315789472,0.5333333333333333,0.5333333333333333,0.5333333333333333,1.0,33,64
TAGCN,1:1,9141,3,0.8705263157894734,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,30,58
TAGCN,1:1,8053,1,0.49368421052631567,0.25,0.25,0.25,1.0,83,176
TAGCN,1:1,8265,1,0.8984962406015038,0.47368421052631576,0.47368421052631576,0.47368421052631576,1.0,34,76
TAGCN,1:1,8270,1,0.9294736842105262,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,25,58
TAGCN,1:1,8107,1,0.4912781954887218,0.2826086956521739,0.2826086956521739,0.2826086956521739,1.0,83,174
TAGCN,1:1,8285,1,0.8806015037593984,0.5,0.5,0.5,0.0,27,60
TAGCN,1:1,8404,2,0.8201503759398495,0.5,0.5,0.5,1.0,25,48
TAGCN,1:1,8870,2,0.7700751879699247,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,20,38
TAGCN,1:1,9350,4,0.9697744360902256,0.7250000000000001,0.725,0.725,0.0,36,70
TAGCN,1:1,8226,1,0.9153383458646613,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.0,33,74
TAGCN,1:1,8331,1,0.48451127819548867,0.5476190476190477,0.5476190476190477,0.5476190476190477,1.0,30,72
TAGCN,1:1,8749,2,0.9718796992481202,0.0,0.0,0.0,1.0,19,36
TAGCN,1:1,8827,2,0.8914285714285715,0.5,0.5,0.5,1.0,23,44
TAGCN,1:1,8461,2,0.9124812030075187,0.625,0.625,0.625,1.0,20,38
TAGCN,1:1,8803,2,0.9491729323308269,0.0,0.0,0.0,1.0,17,32
TAGCN,1:1,9462,4,0.8825563909774436,0.7,0.7,0.7,1.0,33,66
TAGCN,1:1,8029,1,0.9631578947368421,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.0,25,52
TAGCN,1:1,9154,3,0.9563909774436089,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,29,56
TAGCN,1:1,8757,2,0.9718796992481202,0.0,0.0,0.0,1.0,20,38
TAGCN,1:1,9471,4,0.8975939849624058,0.7250000000000001,0.725,0.725,0.0,33,66
TAGCN,1:1,8319,1,0.8768421052631578,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.0,23,50
TAGCN,1:1,9540,4,0.8992481203007519,0.7,0.7,0.7,0.0,32,62
TAGCN,1:1,9115,3,0.9058646616541353,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,28,54
TAGCN,1:1,9266,4,0.9180451127819549,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.0,30,58
TAGCN,1:1,8333,1,0.8366917293233082,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.0,33,76
TAGCN,1:1,8635,2,0.9759398496240601,0.0,0.0,0.0,0.0,23,44
TAGCN,1:1,8670,2,0.980751879699248,0.0,0.0,0.0,0.0,22,42
TAGCN,1:1,8147,1,0.938796992481203,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,28,62
TAGCN,1:1,9407,4,0.8193984962406013,0.4722222222222222,0.4722222222222222,0.4722222222222222,0.0,40,78
TAGCN,1:1,9460,4,0.7399999999999999,0.55,0.55,0.55,0.0,35,70
TAGCN,1:10,8897,3,0.7735338345864661,0.7058823529411765,0.7058823529411765,0.7058823529411765,1.0,35,68
TAGCN,1:10,8270,1,0.8954887218045113,0.20000000000000004,0.2,0.2,0.0,25,58
TAGCN,1:10,8558,2,0.9412030075187969,0.125,0.125,0.125,0.0,20,38
TAGCN,1:10,8404,2,0.9530827067669172,0.0,0.0,0.0,0.0,25,48
TAGCN,1:10,8285,1,0.9375939849624061,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.0,27,60
