architecture,scenario,node,node_typ,spearman,plaus_f1,plaus_prec,plaus_rec,plaus_feat,sub_n_nodes,sub_n_edges
TAGCN,1:10,8053,1,0.48887218045112774,0.2727272727272727,0.2727272727272727,0.2727272727272727,1.0,83,176
TAGCN,1:10,8687,2,0.9640601503759398,0.0,0.0,0.0,1.0,30,58
TAGCN,1:10,8740,2,0.9536842105263157,0.0,0.0,0.0,0.0,23,44
TAGCN,1:10,8800,2,0.9658646616541352,0.0,0.0,0.0,1.0,27,52
TAGCN,1:10,8147,1,0.8775939849624057,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,28,62
TAGCN,1:10,8029,1,0.9141353383458647,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.0,25,52
TAGCN,1:10,8665,2,0.8625563909774435,0.375,0.375,0.375,1.0,19,36
TAGCN,1:10,8224,1,0.798345864661654,0.5,0.5,0.5,0.0,36,80
TAGCN,1:10,8863,2,0.8780451127819549,0.0,0.0,0.0,1.0,20,38
TAGCN,1:10,9540,4,0.8508270676691728,0.5666666666666667,0.5666666666666667,0.5666666666666667,1.0,32,62
TAGCN,1:10,8226,1,0.959548872180451,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,33,74
TAGCN,1:10,9300,4,0.9381954887218045,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,30,58
TAGCN,1:10,9513,4,0.9305263157894735,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,26,50
TAGCN,1:10,9112,3,0.9521804511278195,0.7058823529411765,0.7058823529411765,0.7058823529411765,1.0,33,64
TAGCN,1:10,8997,3,0.9390977443609021,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,32,64
TAGCN,1:10,8718,2,0.9273684210526316,0.0,0.0,0.0,1.0,22,42
TAGCN,1:10,9411,4,0.8828571428571428,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,30,58
TAGCN,1:10,9328,4,0.9403007518796992,0.05000000000000001,0.05,0.05,1.0,28,58
TAGCN,1:10,8107,1,0.5009022556390976,0.32608695652173914,0.32608695652173914,0.32608695652173914,1.0,83,174
TAGCN,1:10,8694,2,0.8514285714285712,0.5,0.5,0.5,1.0,24,46
TAGCN,1:10,8773,2,0.8487218045112781,0.5,0.5,0.5,1.0,28,54
TAGCN,1:10,8020,1,0.9267669172932331,0.631578947368421,0.631578947368421,0.631578947368421,0.0,30,68
TAGCN,1:10,8447,2,0.9336842105263157,0.75,0.75,0.75,1.0,21,40
TAGCN,1:10,8482,2,0.9299248120300752,0.5,0.5,0.5,0.0,17,32
TAGCN,1:10,8561,2,0.8769924812030073,0.625,0.625,0.625,1.0,21,40
TAGCN,1:50,8089,1,0.9368421052631577,0.45652173913043476,0.45652173913043476,0.45652173913043476,1.0,34,78
TAGCN,1:50,8065,1,0.9864661654135336,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,40,86
TAGCN,1:50,8694,2,0.9687218045112781,0.625,0.625,0.625,1.0,24,46
TAGCN,1:50,9026,3,0.9193984962406014,0.20588235294117646,0.20588235294117646,0.20588235294117646,1.0,35,68
TAGCN,1:50,8423,2,0.9356390977443608,0.0,0.0,0.0,0.0,26,50
TAGCN,1:50,8634,2,0.9754887218045111,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,24,46
TAGCN,1:50,9313,4,0.96796992481203,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.0,32,62
TAGCN,1:50,9321,4,0.9756390977443609,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.0,32,62
TAGCN,1:50,9176,3,0.9533834586466166,0.4375,0.4375,0.4375,1.0,40,78
TAGCN,1:50,9425,4,0.9503759398496239,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.0,31,60
TAGCN,1:50,9462,4,0.9559398496240601,0.425,0.425,0.425,0.0,33,66
TAGCN,1:50,9347,4,0.9732330827067669,0.35,0.35,0.35,0.0,35,68
TAGCN,1:50,8398,2,0.9729323308270675,0.625,0.625,0.625,0.0,25,48
TAGCN,1:50,9398,4,0.9723308270676689,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,34,66
TAGCN,1:50,8446,2,0.9693233082706765,0.0,0.0,0.0,0.0,23,44
TAGCN,1:50,9238,4,0.9723308270676692,0.675,0.675,0.675,0.0,39,76
TAGCN,1:50,8101,1,0.9437593984962405,0.6,0.6,0.6,1.0,33,82
TAGCN,1:50,8541,2,0.9825563909774434,0.0,0.0,0.0,0.0,24,46
TAGCN,1:50,8561,2,0.9526315789473683,0.0,0.0,0.0,0.0,21,40
TAGCN,1:50,9133,3,0.893984962406015,0.6333333333333333,0.6333333333333333,0.6333333333333333,1.0,31,60
TAGCN,1:50,8347,1,0.9251127819548872,0.7727272727272727,0.7727272727272727,0.7727272727272727,1.0,29,68
TAGCN,1:50,8698,2,0.9706766917293234,0.5,0.5,0.5,0.0,18,34
TAGCN,1:50,8666,2,0.9771428571428571,0.5,0.5,0.5,0.0,24,46
TAGCN,1:50,8180,1,0.9580451127819549,0.391304347826087,0.391304347826087,0.391304347826087,1.0,35,80
TAGCN,1:50,8130,1,0.9258646616541352,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.0,19,42
TAGCN,1:50,8094,1,0.9227067669172933,0.58,0.58,0.58,1.0,32,82
TAGCN,1:50,9366,4,0.9664661654135337,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,27,52
TAGCN,1:50,9471,4,0.9458646616541353,0.425,0.425,0.425,0.0,33,66
TAGCN,1:50,8665,2,0.9693233082706765,0.0,0.0,0.0,0.0,19,36
TAGCN,1:50,9468,4,0.9484210526315788,0.675,0.675,0.675,0.0,33,66
