run_id,scenario,architecture,balancing,seed,quality_passed,split,n_pos,roc_auc,pr_auc_ap,pr_auc_trap,prec_at_50,prec_at_100,prec_at_npos
1:30_native_GCN_none_s43,1:30_native,GCN,none,43,False,test,169,0.5971985540691827,0.011874041362584471,0.011310903391583116,0.04,0.02,0.023668639053254437
1:30_native_GCN_none_s44,1:30_native,GCN,none,44,False,val,914,0.6397916709409237,0.09019719890406852,0.08956563902001802,0.26,0.29,0.18052516411378555
1:30_native_GCN_none_s44,1:30_native,GCN,none,44,False,test,169,0.5322296991143429,0.007155949562236736,0.007056852637644054,0.0,0.0,0.005917159763313609
1:30_native_GraphSAGE_class_weighting,1:30_native,GraphSAGE,class_weighting,42,True,val,914,0.9094060107177536,0.5040683759565783,0.5037223541722855,0.88,0.8,0.5328227571115973
1:30_native_GraphSAGE_class_weighting,1:30_native,GraphSAGE,class_weighting,42,True,test,169,0.688869888611661,0.014999949949952789,0.013672993558120317,0.04,0.03,0.01775147928994083
1:30_native_GraphSAGE_class_weighting_s43,1:30_native,GraphSAGE,class_weighting,43,True,val,914,0.9264907960211324,0.5206156880250816,0.5202507385024019,0.86,0.77,0.5426695842450766
1:30_native_GraphSAGE_class_weighting_s43,1:30_native,GraphSAGE,class_weighting,43,True,test,169,0.8216291654198271,0.04145607369326642,0.040523168177823414,0.08,0.05,0.04142011834319527
1:30_native_GraphSAGE_class_weighting_s44,1:30_native,GraphSAGE,class_weighting,44,True,val,914,0.9231909909429769,0.4983771327214311,0.4978996091414542,0.76,0.75,0.537199124726477
1:30_native_GraphSAGE_class_weighting_s44,1:30_native,GraphSAGE,class_weighting,44,True,test,169,0.7353454644071146,0.023428562481693796,0.022541582527818092,0.06,0.03,0.047337278106508875
1:30_native_GraphSAGE_focal_loss,1:30_native,GraphSAGE,focal_loss,42,True,val,914,0.9237482165048186,0.48640975113307267,0.4859352558551559,0.72,0.75,0.5306345733041575
1:30_native_GraphSAGE_focal_loss,1:30_native,GraphSAGE,focal_loss,42,True,test,169,0.6890255559446524,0.012292885442666499,0.012074613028225257,0.0,0.02,0.011834319526627219
1:30_native_GraphSAGE_focal_loss_s43,1:30_native,GraphSAGE,focal_loss,43,True,val,914,0.9176835271664706,0.465776185157952,0.46519667953241023,0.8,0.74,0.49562363238512036
1:30_native_GraphSAGE_focal_loss_s43,1:30_native,GraphSAGE,focal_loss,43,True,test,169,0.7545651053533353,0.018284929287167684,0.018011254848924865,0.0,0.0,0.011834319526627219
1:30_native_GraphSAGE_focal_loss_s44,1:30_native,GraphSAGE,focal_loss,44,True,val,914,0.9218755023480311,0.5027648807965683,0.5022848933234749,0.84,0.88,0.4890590809628009
1:30_native_GraphSAGE_focal_loss_s44,1:30_native,GraphSAGE,focal_loss,44,True,test,169,0.7077722769602314,0.013201128872617946,0.013056391332459494,0.0,0.0,0.0
1:30_native_GraphSAGE_none,1:30_native,GraphSAGE,none,42,True,val,914,0.918669868488086,0.45977086254321714,0.45875424287011224,0.82,0.78,0.4912472647702407
1:30_native_GraphSAGE_none,1:30_native,GraphSAGE,none,42,True,test,169,0.7121869253334562,0.017655208058720572,0.017314126977283382,0.0,0.01,0.01775147928994083
1:30_native_GraphSAGE_none_s43,1:30_native,GraphSAGE,none,43,True,val,914,0.9181440660852419,0.4342830564312901,0.4335725987179063,0.74,0.77,0.4638949671772429
1:30_native_GraphSAGE_none_s43,1:30_native,GraphSAGE,none,43,True,test,169,0.7211084646235049,0.019650654714935458,0.019147825254287622,0.02,0.03,0.04142011834319527
1:30_native_GraphSAGE_none_s44,1:30_native,GraphSAGE,none,44,True,val,914,0.9117760911854088,0.46514984078276883,0.46440744417826996,0.84,0.82,0.5021881838074398
1:30_native_GraphSAGE_none_s44,1:30_native,GraphSAGE,none,44,True,test,169,0.7314074668344956,0.018602652920017483,0.01811183215376282,0.02,0.01,0.023668639053254437
1:30_native_TAGCN_class_weighting,1:30_native,TAGCN,class_weighting,42,False,val,914,0.7137040110571788,0.18036648193428853,0.179593915801942,0.62,0.45,0.30196936542669583
1:30_native_TAGCN_class_weighting,1:30_native,TAGCN,class_weighting,42,False,test,169,0.6866778095316266,0.010670575142282689,0.010559161888897616,0.0,0.0,0.0
1:30_native_TAGCN_focal_loss,1:30_native,TAGCN,focal_loss,42,True,val,914,0.8868956308563709,0.3964432295066043,0.39624821752270817,0.78,0.67,0.48468271334792123
1:30_native_TAGCN_focal_loss,1:30_native,TAGCN,focal_loss,42,True,test,169,0.6705235285384535,0.011530392400172847,0.011342911157051654,0.0,0.01,0.005917159763313609
1:30_native_TAGCN_none,1:30_native,TAGCN,none,42,False,val,914,0.6465469426622266,0.05942075166022938,0.05883487875849466,0.18,0.19,0.08096280087527352
1:30_native_TAGCN_none,1:30_native,TAGCN,none,42,False,test,169,0.6810835629962539,0.010411387450987287,0.010326874765619658,0.0,0.0,0.0
1:50_GAT_class_weighting,1:50,GAT,class_weighting,42,True,val,914,0.8321262831319776,0.271941089967688,0.2709392289405444,0.66,0.72,0.31838074398249455
1:50_GAT_class_weighting,1:50,GAT,class_weighting,42,True,test,169,0.4539060021464081,0.006079376272893532,0.006015332068188732,0.0,0.0,0.0
1:50_GAT_focal_loss,1:50,GAT,focal_loss,42,True,val,914,0.886549504465233,0.38522912998542463,0.3845975955788949,0.84,0.79,0.4212253829321663
1:50_GAT_focal_loss,1:50,GAT,focal_loss,42,True,test,169,0.6243024238047,0.011403089285696631,0.011220313691598269,0.0,0.0,0.0
1:50_GAT_none,1:50,GAT,none,42,False,val,914,0.8380499514640912,0.19366609493928233,0.1929473886517449,0.42,0.42,0.28774617067833697
1:50_GAT_none,1:50,GAT,none,42,False,test,169,0.573180757047549,0.008449433812705073,0.008264201392607065,0.02,0.01,0.005917159763313609
1:50_GCN_class_weighting,1:50,GCN,class_weighting,42,False,val,914,0.8474290667875958,0.24760269161294995,0.24666546499538308,0.54,0.52,0.3238512035010941
1:50_GCN_class_weighting,1:50,GCN,class_weighting,42,False,test,169,0.5226274690318495,0.00834367061208838,0.00818038237101381,0.0,0.0,0.005917159763313609
1:50_GCN_class_weighting_s43,1:50,GCN,class_weighting,43,False,val,914,0.8534142647700048,0.2543137585378171,0.2533362663438819,0.62,0.51,0.3227571115973742
1:50_GCN_class_weighting_s43,1:50,GCN,class_weighting,43,False,test,169,0.576439478985296,0.010542035600973675,0.0103013216835429,0.0,0.02,0.011834319526627219
1:50_GCN_class_weighting_s44,1:50,GCN,class_weighting,44,False,val,914,0.8446797467187265,0.23928707583938683,0.23826971464928778,0.6,0.55,0.29431072210065645
1:50_GCN_class_weighting_s44,1:50,GCN,class_weighting,44,False,test,169,0.5273201315427559,0.009429194023011702,0.009191965041345718,0.0,0.01,0.011834319526627219
1:50_GCN_focal_loss,1:50,GCN,focal_loss,42,False,val,914,0.6014840495730499,0.07372968159254059,0.07342696895547653,0.5,0.36,0.08971553610503283
1:50_GCN_focal_loss,1:50,GCN,focal_loss,42,False,test,169,0.4926836353494011,0.0064991549551755715,0.006446186269076159,0.0,0.0,0.0
1:50_GCN_focal_loss_s43,1:50,GCN,focal_loss,43,False,val,914,0.6757510645946169,0.06388836776701437,0.06333731334454211,0.16,0.08,0.09299781181619256
1:50_GCN_focal_loss_s43,1:50,GCN,focal_loss,43,False,test,169,0.7764956736059989,0.037493916583809996,0.03675586207275023,0.04,0.04,0.04142011834319527
1:50_GCN_focal_loss_s44,1:50,GCN,focal_loss,44,False,val,914,0.676142999230673,0.05741228572143134,0.05715382848143631,0.06,0.05,0.07221006564551423
1:50_GCN_focal_loss_s44,1:50,GCN,focal_loss,44,False,test,169,0.7805661813876932,0.04759773699958288,0.04635616181533102,0.08,0.13,0.10059171597633136
1:50_GCN_none,1:50,GCN,none,42,False,val,914,0.5949536725556693,0.0830102694703728,0.0821371303263291,0.22,0.35,0.14770240700218817
1:50_GCN_none,1:50,GCN,none,42,False,test,169,0.5075743092808864,0.008606298581261657,0.008252792155164064,0.04,0.03,0.029585798816568046
1:50_GCN_none_s43,1:50,GCN,none,43,False,val,914,0.6422284494708922,0.0812282123976539,0.0806295100688329,0.22,0.28,0.1389496717724289
1:50_GCN_none_s43,1:50,GCN,none,43,False,test,169,0.5827333279643112,0.008628444278167143,0.008460178748804958,0.0,0.02,0.011834319526627219
1:50_GCN_none_s44,1:50,GCN,none,44,False,val,914,0.6391100301072773,0.09680439439441715,0.09597821064866525,0.58,0.42,0.1323851203501094
1:50_GCN_none_s44,1:50,GCN,none,44,False,test,169,0.5377886953610878,0.007950656646192659,0.0077411381067255345,0.0,0.03,0.01775147928994083
1:50_GraphSAGE_class_weighting,1:50,GraphSAGE,class_weighting,42,True,val,914,0.9214306062276102,0.5175335713457236,0.5171590324874522,0.88,0.85,0.5229759299781181
1:50_GraphSAGE_class_weighting,1:50,GraphSAGE,class_weighting,42,True,test,169,0.767631641173675,0.02532773243799338,0.02468919348131162,0.04,0.02,0.029585798816568046
1:50_GraphSAGE_class_weighting_s43,1:50,GraphSAGE,class_weighting,43,True,val,914,0.9183244692119464,0.4941991118029629,0.49317720886129657,0.66,0.66,0.5437636761487965
1:50_GraphSAGE_class_weighting_s43,1:50,GraphSAGE,class_weighting,43,True,test,169,0.6984272196038948,0.0181873420887336,0.016334605886568758,0.04,0.03,0.01775147928994083
1:50_GraphSAGE_class_weighting_s44,1:50,GraphSAGE,class_weighting,44,True,val,914,0.9194879514686505,0.4963501114721109,0.49598829485897616,0.84,0.79,0.5076586433260394
1:50_GraphSAGE_class_weighting_s44,1:50,GraphSAGE,class_weighting,44,True,test,169,0.7570081819264821,0.027237127233442213,0.026543061600048757,0.04,0.04,0.05325443786982249
1:50_GraphSAGE_focal_loss,1:50,GraphSAGE,focal_loss,42,True,val,914,0.9207032947113427,0.4782431720956004,0.4777649583624616,0.74,0.75,0.5273522975929978
1:50_GraphSAGE_focal_loss,1:50,GraphSAGE,focal_loss,42,True,test,169,0.7106711629224599,0.015905205176963644,0.015663219454156215,0.0,0.0,0.0
1:50_GraphSAGE_focal_loss_s43,1:50,GraphSAGE,focal_loss,43,True,val,914,0.9155089030711686,0.49269996257783993,0.4922446554928726,0.7,0.78,0.5339168490153173
1:50_GraphSAGE_focal_loss_s43,1:50,GraphSAGE,focal_loss,43,True,test,169,0.5741386900735443,0.008373870861663746,0.008276997093284864,0.0,0.0,0.0
1:50_GraphSAGE_focal_loss_s44,1:50,GraphSAGE,focal_loss,44,False,val,914,0.6605589006775847,0.05453703962998166,0.05402184929726328,0.12,0.09,0.06783369803063458
1:50_GraphSAGE_focal_loss_s44,1:50,GraphSAGE,focal_loss,44,False,test,169,0.5666097944856713,0.0077365697670766665,0.007632313397862478,0.0,0.0,0.0
1:50_GraphSAGE_none,1:50,GraphSAGE,none,42,False,val,914,0.8465457596264719,0.19118582602510892,0.1903066711547354,0.54,0.42,0.2363238512035011
1:50_GraphSAGE_none,1:50,GraphSAGE,none,42,False,test,169,0.5667042240909735,0.0077563695320703695,0.00765415156018932,0.0,0.0,0.005917159763313609
1:50_GraphSAGE_none_s43,1:50,GraphSAGE,none,43,False,val,914,0.8233111535746269,0.17328668137606315,0.17227151591864617,0.5,0.47,0.19146608315098468
1:50_GraphSAGE_none_s43,1:50,GraphSAGE,none,43,False,test,169,0.5840859613023875,0.008111524765119086,0.008001847520390216,0.0,0.0,0.005917159763313609
1:50_GraphSAGE_none_s44,1:50,GraphSAGE,none,44,False,val,914,0.838713846761418,0.20053424712657178,0.20005844848530752,0.56,0.48,0.23960612691466082
1:50_GraphSAGE_none_s44,1:50,GraphSAGE,none,44,False,test,169,0.5996529519029109,0.008477728571979034,0.008381958919432227,0.0,0.0,0.0
1:50_TAGCN_class_weighting,1:50,TAGCN,class_weighting,42,False,val,914,0.7208633818519485,0.17132762221976827,0.17058403219235438,0.44,0.43,0.3041575492341357
1:50_TAGCN_class_weighting,1:50,TAGCN,class_weighting,42,False,test,169,0.688091680597392,0.010762743959234385,0.010649848728504524,0.0,0.0,0.0
1:50_TAGCN_focal_loss,1:50,TAGCN,focal_loss,42,True,val,914,0.8563990128843992,0.22505650358188897,0.22441618421304202,0.1,0.19,0.3522975929978118
1:50_TAGCN_focal_loss,1:50,TAGCN,focal_loss,42,True,test,169,0.5961258646291142,0.00908369312512834,0.00894046386924895,0.0,0.0,0.005917159763313609
1:50_TAGCN_none,1:50,TAGCN,none,42,False,val,914,0.6461676441057426,0.059200638606732726,0.058616313200764596,0.2,0.2,0.0787746170678337
1:50_TAGCN_none,1:50,TAGCN,none,42,False,test,169,0.681269205939648,0.010416792620115477,0.010332308071310801,0.0,0.0,0.0
